codigo;area;indice;empresa;data_emissao;ano;data_vencimento;quantidade;valor_nominal;valor_emissao;rentabilidade_pct;juros_spread;anos;dias_corridos;di;swap_di_ipca;taxa_nominal_pct;inflacao_implicita;taxa_real
CEPEB2;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2022-04-15;2022;2029-04-15;330000;1000.0;330000000.0;100.0;1.68;7.005479452054795;2557;11.97;5.13;13.65;0.0650623038143252;0.0670737251049387
ENGIA7;D;DI;ENERGISA SA;2022-10-20;2022;2027-10-20;550000;1000.0;550000000.0;100.0;1.5;5.002739726027397;1826;11.59;5.45;13.09;0.058226647700331924;0.06867465722735022
ENGIB7;D;DI;ENERGISA SA;2022-10-20;2022;2029-10-20;200000;1000.0;200000000.0;100.0;1.65;7.005479452054795;2557;11.73;5.47;13.38;0.059353370626718416;0.07027553924639762
ENGIC6;D;DI;ENERGISA SA;2022-04-15;2022;2027-04-15;250000;1000.0;250000000.0;100.0;1.5;5.002739726027397;1826;11.86;5.15;13.36;0.06381359961959099;0.06560021455390674
CEAP13;D;DI;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA;2023-09-29;2023;2026-09-29;200000;1000.0;200000000.0;100.0;1.6;3.0027397260273974;1096;10.76;4.49;12.36;0.06000574217628474;0.059994257854821154
CEEBA6;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2023-08-15;2023;2028-08-15;400000;1000.0;400000000.0;100.0;1.95;5.005479452054795;1827;10.68;4.48;12.629999999999999;0.059341500765696775;0.0632076617275028
CEEBA7;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2023-11-15;2023;2028-11-15;800000;1000.0;800000000.0;100.0;1.18;5.005479452054795;1827;10.74;4.52;11.92;0.05951014159969392;0.056337222322557334
CEED14;D;DI;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;2023-12-11;2023;2029-12-11;1000000;1000.0;1000000000.0;100.0;1.65;6.005479452054795;2192;10.66;4.4;12.31;0.05996168582375483;0.0595666003976143
CELG12;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2023-01-20;2023;2026-01-20;7000000;1000.0;7000000000.0;100.0;1.5;3.0027397260273974;1096;12.75;5.87;14.25;0.0649853594030414;0.0727847006651885
CEPEA3;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2023-11-15;2023;2028-11-15;700000;1000.0;700000000.0;100.0;1.18;5.005479452054795;1827;10.74;4.52;11.92;0.05951014159969392;0.056337222322557334
CGOS14;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2023-10-15;2023;2029-10-15;1852909857;1.0;1852909857.0;100.0;1.65;6.005479452054795;2192;11.45;5.14;13.1;0.06001521780483188;0.06696581426648707
CLCD16;D;DI;CELESC DISTRIBUICAO S.A.;2023-11-15;2023;2028-11-15;400000;1000.0;400000000.0;100.0;1.65;5.005479452054795;1827;10.74;4.52;12.39;0.05951014159969392;0.060773234603575865
CMGD19;D;DI;CEMIG DISTRIBUICAO S/A;2023-05-15;2023;2026-05-15;2000000;1000.0;2000000000.0;100.0;2.05;3.0027397260273974;1096;11.13;5.02;13.18;0.05817939440106645;0.0695728966075766
COCE19;D;DI;COMPANHIA ENERGETICA DO CEARA-COELCE;2023-01-10;2023;2026-01-10;950000;1000.0;950000000.0;100.0;1.48;3.0027397260273974;1096;12.51;6.11;13.99;0.06031476769390265;0.0750581192782862
COCEA0;D;DI;COMPANHIA ENERGETICA DO CEARA-COELCE;2023-05-15;2023;2024-05-15;500000;1000.0;500000000.0;100.0;1.65;1.0027397260273974;366;12.69;6.88;14.34;0.0543600299401199;0.08444930339870416
COCEA1;D;DI;COMPANHIA ENERGETICA DO CEARA-COELCE;2023-06-28;2023;2024-06-28;650000;1000.0;650000000.0;100.0;1.65;1.0027397260273974;366;11.87;6.17;13.52;0.05368748233964382;0.07735929203539826
CPLD18;D;DI;COPEL  DISTRIBUICAO S/A;2023-06-15;2023;2024-06-15;400000;1000.0;400000000.0;100.0;1.45;1.0027397260273974;366;12.03;6.53;13.479999999999999;0.05162864920679633;0.07908813710613227
CPLD28;D;DI;COPEL  DISTRIBUICAO S/A;2023-06-15;2023;2027-06-15;800000;1000.0;800000000.0;100.0;2.0;4.002739726027397;1461;10.67;4.84;12.67;0.055608546356352484;0.06734641727658808
CPLD38;D;DI;COPEL  DISTRIBUICAO S/A;2023-06-15;2023;2028-06-15;400000;1000.0;400000000.0;100.0;2.25;5.005479452054795;1827;10.83;4.98;13.08;0.05572489998094876;0.07111237029685102
CTNS19;D;DI;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S/A;2023-02-15;2023;2025-02-15;200000;1000.0;200000000.0;100.0;1.4;2.0027397260273974;731;12.58;5.67;13.98;0.06539225891927702;0.0698406999467045
EBENA5;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2023-09-15;2023;2028-09-15;600000;1000.0;600000000.0;100.0;1.25;5.005479452054795;1827;10.82;4.77;12.07;0.05774553784480285;0.05951758707814481
EDVP19;D;DI;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA SA;2023-02-15;2023;2026-02-15;150000;1000.0;150000000.0;100.0;1.5;3.0027397260273974;1096;12.72;5.69;14.22;0.06651528053742073;0.07096449609652233
ENERA9;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2023-07-04;2023;2026-07-04;250000;1000.0;250000000.0;100.0;1.6;3.0027397260273974;1096;10.04;4.31;11.639999999999999;0.05493241299971263;0.058266848418756734
ENGIA8;D;DI;ENERGISA SA;2023-06-20;2023;2026-06-20;1130000;1000.0;1130000000.0;100.0;1.6;3.0027397260273974;1096;10.49;4.61;12.09;0.05620877545167757;0.06124852022807503
ENGIB8;D;DI;ENERGISA SA;2023-06-20;2023;2028-06-20;400000;1000.0;400000000.0;100.0;2.1;5.005479452054795;1827;10.8;4.96;12.9;0.055640243902439046;0.06949314079422386
ENGIC9;D;DI;ENERGISA SA;2023-09-15;2023;2028-09-15;500000;1000.0;500000000.0;100.0;1.45;5.005479452054795;1827;10.82;4.77;12.27;0.05774553784480285;0.06140840101064793
ESULA8;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2023-02-15;2023;2025-02-15;200000;1000.0;200000000.0;100.0;1.4;2.0027397260273974;731;12.58;5.67;13.98;0.06539225891927702;0.0698406999467045
AESLA6;D;DI;RGE SUL DISTRIBUIDORA DE ENERGIA S/A;2024-02-15;2024;2031-02-15;449000;1000.0;449000000.0;100.0;1.0;7.005479452054795;2557;10.68;4.34;11.68;0.060762890550124515;0.052827177448500295
AESLA8;D;DI;RGE SUL DISTRIBUIDORA DE ENERGIA S/A;2024-09-10;2024;2029-09-10;603000;1000.0;603000000.0;100.0;0.49;5.002739726027397;1826;11.82;4.47;12.31;0.07035512587345671;0.04927791987122143
CEAC16;D;DI;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S/A;2024-12-15;2024;2029-12-15;140000;1000.0;140000000.0;100.0;0.95;5.002739726027397;1826;14.96;5.99;15.91;0.08463062553071032;0.06865874217119017
CEBD16;D;DI;NEOENERGIA DISTRIBUICAO BRASILIA S.A;2024-03-18;2024;2029-03-18;200000;1000.0;200000000.0;100.0;1.35;5.002739726027397;1826;10.69;4.28;12.04;0.061469121595703946;0.0555182220616135
CEED16;D;DI;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;2024-08-05;2024;2030-08-05;500000;1000.0;500000000.0;100.0;1.05;6.002739726027397;2191;11.79;5.08;12.84;0.0638561096307575;0.060669755792110314
CERO19;D;DI;ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A;2024-04-15;2024;2029-04-15;280000;1000.0;280000000.0;100.0;0.85;5.002739726027397;1826;11.35;4.49;12.2;0.06565221552301659;0.05287633587786256
CEROA2;D;DI;ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A;2024-12-15;2024;2029-12-15;348500;1000.0;348500000.0;100.0;0.95;5.002739726027397;1826;14.96;5.99;15.91;0.08463062553071032;0.06865874217119017
CEROB2;D;DI;ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A;2024-12-15;2024;2031-12-15;51500;1000.0;51500000.0;100.0;1.1;7.002739726027397;2556;14.65;5.91;15.75;0.08252289679916935;0.06926144788486677
CGOS15;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2024-03-20;2024;2030-03-20;2005522;1000.0;2005522000.0;100.0;1.05;6.002739726027397;2191;10.72;4.55;11.770000000000001;0.05901482544237191;0.055414875361271765
CGOS17;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2024-08-05;2024;2030-08-05;1000000;1000.0;1000000000.0;100.0;1.0;6.002739726027397;2191;11.79;5.08;12.79;0.0638561096307575;0.06019976742105726
CGOS18;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2024-09-15;2024;2030-09-15;1392150;1000.0;1392150000.0;100.0;1.0;6.002739726027397;2191;11.97;5.23;12.97;0.06405017580537864;0.06169805304992404
CGOS19;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2024-11-25;2024;2031-11-25;1000000;1000.0;1000000000.0;100.0;0.92;7.002739726027397;2556;12.9;5.33;13.82;0.07186936295452395;0.061883135518157495
CLCD17;D;DI;CELESC DISTRIBUICAO S.A.;2024-07-15;2024;2031-07-15;200000;1000.0;200000000.0;100.0;0.95;7.002739726027397;2556;11.88;5.05;12.83;0.06501665873393625;0.059420048265999226
CMGDA0;D;DI;CEMIG DISTRIBUICAO S/A;2024-02-15;2024;2029-02-15;400000;1000.0;400000000.0;100.0;0.8;5.005479452054795;1827;10.46;4.11;11.260000000000002;0.06099318029007783;0.04864010501539018
CMGDA1;D;DI;CEMIG DISTRIBUICAO S/A;2024-09-15;2024;2031-09-15;1000000;1000.0;1000000000.0;100.0;0.55;7.002739726027397;2556;11.95;4.98;12.5;0.06639359878072004;0.05495757034390358
CPLD19;D;DI;COPEL  DISTRIBUICAO S/A;2024-05-15;2024;2031-05-15;750000;1000.0;750000000.0;100.0;0.6;7.002739726027397;2556;11.56;5.01;12.16;0.06237501190362815;0.05574772319827903
EBENA6;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2024-03-04;2024;2028-03-04;350000;1000.0;350000000.0;100.0;0.89;4.002739726027397;1461;10.22;4.09;11.110000000000001;0.058891344029205595;0.04930501723825076
EBENA7;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2024-06-20;2024;2028-06-20;750000;1000.0;750000000.0;100.0;0.68;4.002739726027397;1461;12.0;4.51;12.68;0.07166778298727405;0.05144525
ENERB5;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2024-12-15;2024;2029-12-15;190000;1000.0;190000000.0;100.0;0.8;5.002739726027397;1826;14.96;5.99;15.760000000000002;0.08463062553071032;0.06727578288100222
ENERC3;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2024-09-04;2024;2029-09-04;250455;1000.0;250455000.0;100.0;0.8;5.002739726027397;1826;11.95;4.52;12.75;0.07108687332567931;0.052669048682447484
ENMTA8;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2024-04-15;2024;2029-04-15;460000;1000.0;460000000.0;100.0;0.75;5.002739726027397;1826;11.35;4.49;12.1;0.06565221552301659;0.05193794342164337
ENMTB0;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2024-09-04;2024;2029-09-04;116404;1000.0;116404000.0;100.0;0.8;5.002739726027397;1826;11.95;4.52;12.75;0.07108687332567931;0.052669048682447484
ENMTB2;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2024-12-15;2024;2029-12-15;718000;1000.0;718000000.0;100.0;0.8;5.002739726027397;1826;14.96;5.99;15.760000000000002;0.08463062553071032;0.06727578288100222
ENMTC2;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2024-12-15;2024;2031-12-15;262000;1000.0;262000000.0;100.0;0.95;7.002739726027397;2556;14.65;5.91;15.6;0.08252289679916935;0.0678757959005667
ESCEA3;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2024-02-19;2024;2028-02-19;500000;1000.0;500000000.0;100.0;0.9;4.002739726027397;1461;10.29;3.94;11.19;0.061092938233596294;0.04788182065463764
ESCEA4;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2024-08-28;2024;2029-08-28;800000;1000.0;800000000.0;100.0;0.49;5.002739726027397;1826;11.74;4.63;12.23;0.06795374175666624;0.05088821371039942
ESCEB4;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2024-08-28;2024;2031-08-28;400000;1000.0;400000000.0;100.0;0.56;7.002739726027397;2556;11.71;4.8;12.270000000000001;0.06593511450381673;0.05325360307940219
EQMAA1;D;DI;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A;2024-05-15;2024;2030-05-15;500000;1000.0;500000000.0;100.0;0.95;6.002739726027397;2191;11.51;5.03;12.459999999999999;0.06169665809768632;0.05924794188862004
EQPA17;D;DI;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;2024-08-05;2024;2030-08-05;1000000;1000.0;1000000000.0;100.0;0.95;6.002739726027397;2191;11.79;5.08;12.739999999999998;0.0638561096307575;0.05972977905000443
ESSDA2;D;DI;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA SA;2024-09-04;2024;2029-09-04;165000;1000.0;165000000.0;100.0;0.8;5.002739726027397;1826;11.95;4.52;12.75;0.07108687332567931;0.052669048682447484
FLCLA8;D;DI;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.;2024-12-15;2024;2029-12-15;190000;1000.0;190000000.0;100.0;0.8;5.002739726027397;1826;14.96;5.99;15.760000000000002;0.08463062553071032;0.06727578288100222
SAELA4;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2024-09-04;2024;2029-09-04;36764;1000.0;36764000.0;100.0;0.8;5.002739726027397;1826;11.95;4.52;12.75;0.07108687332567931;0.052669048682447484
CGOSA1;D;DI;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;2025-10-15;2025;2032-10-15;1300000;1000.0;1300000000.0;100.0;0.65;7.005479452054795;2557;13.669;6.3;14.319;0.06932267168391348;0.06907861422199524
CLCD18;D;DI;CELESC DISTRIBUICAO S.A.;2025-07-30;2025;2031-07-30;510000;1000.0;510000000.0;100.0;0.67;6.002739726027397;2191;13.7;6.43;14.37;0.06830780794888658;0.07057160070360591
CLCD19;D;DI;CELESC DISTRIBUICAO S.A.;2025-11-28;2025;2027-02-28;500000;1000.0;500000000.0;100.0;0.3;1.252054794520548;457;13.401;6.99;13.701;0.05992148798953156;0.07273039832100281
CMGDA2;D;DI;CEMIG DISTRIBUICAO S/A;2025-03-15;2025;2032-03-15;1640000;1000.0;1640000000.0;100.0;0.86;7.005479452054795;2557;14.609;5.82;15.469;0.08305613305613302;0.06614049332949423
CMGDA3;D;DI;CEMIG DISTRIBUICAO S/A;2025-04-10;2025;2030-04-15;1143000;1000.0;1143000000.0;100.0;0.64;5.016438356164383;1831;14.65;6.42;15.290000000000001;0.07733508738958839;0.07014058438726556
CMGDB3;D;DI;CEMIG DISTRIBUICAO S/A;2025-04-10;2025;2032-04-15;752000;1000.0;752000000.0;100.0;0.8;7.019178082191781;2562;14.843;5.71;15.643;0.08639674581401957;0.06446379230775934
EBENA9;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2025-06-23;2025;2030-06-23;400000;1000.0;400000000.0;100.0;0.47;5.002739726027397;1826;13.478;6.53;13.948;0.06522106448887666;0.06971222968328639
EBENB0;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2025-10-10;2025;2032-10-10;400000;1000.0;400000000.0;99.61;0.0;7.005479452054795;2557;13.817;6.27;13.817;0.07101722028794599;0.06269999999999998
EBENB1;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2025-12-19;2025;2030-12-19;1000000;1000.0;1000000000.0;100.0;0.63;5.002739726027397;1826;13.533;6.28;14.163;0.0682442604441098;0.06869752759109682
EBENC1;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2025-12-19;2025;2032-12-19;500000;1000.0;500000000.0;100.0;0.73;7.005479452054795;2557;13.653;6.14;14.383000000000001;0.07078387035990219;0.06821743552743853
EKTRA7;D;DI;ELEKTRO REDES S.A.;2025-10-10;2025;2035-10-10;500000;1000.0;500000000.0;100.0;0.0;10.005479452054795;3652;13.797;6.5;13.797;0.06851643192488255;0.06499999999999995
EQPAA0;D;DI;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;2025-09-15;2025;2032-09-15;2000000;1000.0;2000000000.0;100.0;0.65;7.005479452054795;2557;13.484;6.1;14.134;0.06959472196041472;0.06707706813295267
PALFA6;D;DI;COMPANHIA PAULISTA DE FORCA E LUZ;2025-02-15;2025;2030-02-15;2400000;1000.0;2400000000.0;100.0;0.59;5.002739726027397;1826;14.556;6.13;15.145999999999999;0.07939319702251946;0.06676603407940229
PALFA8;D;DI;COMPANHIA PAULISTA DE FORCA E LUZ;2025-12-19;2025;2026-12-19;1700000;1000.0;1700000000.0;100.0;0.3;1.0;365;13.821;9.75;14.121;0.037093394077448716;0.10039269994113575
CEED18;D;DI;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;2025-03-25;2025;2030-03-25;300000;1000.0;300000000.0;100.0;0.8;5.002739726027397;1826;14.794;6.48;15.594000000000001;0.07808039068369643;0.07222059689530802
CEED28;D;DI;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;2025-03-25;2025;2031-03-25;400000;1000.0;400000000.0;100.0;0.8;6.002739726027397;2191;14.817;6.6;15.617;0.07708255159474664;0.07342747154167073
CEEDA0;D;DI;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;2025-10-15;2025;2032-10-15;2700000;1000.0;2700000000.0;100.0;0.65;7.005479452054795;2557;13.669;6.3;14.319;0.06932267168391348;0.06907861422199524
CPLDA0;D;DI;COPEL  DISTRIBUICAO S/A;2025-07-15;2025;2030-07-15;1300000;1000.0;1300000000.0;100.0;0.43;5.002739726027397;1826;13.761;6.55;14.190999999999999;0.0676771468793993;0.06952743470961043
CPLDB0;D;DI;COPEL  DISTRIBUICAO S/A;2025-07-15;2025;2032-07-15;500000;1000.0;500000000.0;100.0;0.58;7.005479452054795;2557;13.881;6.27;14.461;0.07161945986637797;0.06811236905190521
CTNSA2;D;DI;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S/A;2025-02-25;2025;2030-02-25;320000;1000.0;320000000.0;100.0;1.0;5.002739726027397;1826;14.491;6.04;15.491;0.07969634100339484;0.06966186337790758
ENMTC3;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2025-03-25;2025;2030-03-25;800000;1000.0;800000000.0;100.0;0.75;5.002739726027397;1826;14.794;6.48;15.544;0.07808039068369643;0.07175680958935149
SAELA6;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2025-03-25;2025;2030-03-25;100000;1000.0;100000000.0;100.0;0.8;5.002739726027397;1826;14.794;6.48;15.594000000000001;0.07808039068369643;0.07222059689530802
SAELB6;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2025-03-25;2025;2032-03-25;100000;1000.0;100000000.0;100.0;0.95;7.005479452054795;2557;14.821;5.93;15.770999999999999;0.08393278580194474;0.06806438108011603
ESCEA6;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2025-06-11;2025;2030-06-11;600000;1000.0;600000000.0;100.0;0.5;5.002739726027397;1826;13.642;6.53;14.142;0.06676053693795181;0.06998708752045912
ESCEB6;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2025-06-11;2025;2032-06-11;600000;1000.0;600000000.0;100.0;0.58;7.005479452054795;2557;13.727;6.28;14.307;0.07006962739932265;0.06822020804206552
CEEBB1;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2025-10-10;2025;2035-10-10;500000;1000.0;500000000.0;100.0;0.0;10.005479452054795;3652;13.797;6.5;13.797;0.06851643192488255;0.06499999999999995
COCEA2;D;DI;COMPANHIA ENERGETICA DO CEARA-COELCE;2025-05-15;2025;2029-05-15;500000;1000.0;500000000.0;100.0;1.1;4.002739726027397;1461;13.757;4.42;14.857;0.08941773606588765;0.05429713687948867
CPJG17;D;DI;COMPANHIA JAGUARI DE ENERGIA;2025-12-19;2025;2026-12-19;1700000;1000.0;1700000000.0;100.0;0.3;1.0;365;13.821;9.75;14.121;0.037093394077448716;0.10039269994113575
ELPLB8;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2025-05-15;2025;2028-05-15;975000;1000.0;975000000.0;100.0;1.1;3.0027397260273974;1096;13.719;5.42;14.818999999999999;0.07872320242838171;0.06439724056665996
ENGIC3;D;DI;ENERGISA SA;2025-02-25;2025;2030-02-25;579459;1000.0;579459000.0;100.0;0.8;5.002739726027397;1826;14.491;6.04;15.291;0.07969634100339484;0.06780949070232589
ENGIC4;D;DI;ENERGISA SA;2025-09-15;2025;2032-09-15;3649661;1000.0;3649661000.0;100.0;0.75;7.005479452054795;2557;13.484;6.1;14.234;0.06959472196041472;0.06801200169186838
ENGID3;D;DI;ENERGISA SA;2025-02-25;2025;2032-02-25;320541;1000.0;320541000.0;100.0;0.95;7.002739726027397;2556;14.556;5.73;15.505999999999998;0.08347678047857743;0.06606806976500579
CMGT11;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2006-11-01;2006;2009-11-01;31250;15641.490773;488796586.65625;100.0;1.2;3.0027397260273974;1096;13.27;8.88;14.469999999999999;0.0403196179279941;0.100334916571025
CMGT21;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2006-11-01;2006;2011-11-01;31250;16131.837123;504119910.09375;104.0;0.0;5.002739726027397;1826;13.49;8.87;14.0296;0.04243593276384683;0.09387633729844036
APAR11;T;DI;ALUPAR INVESTIMENTO S/A;2009-09-02;2009;2011-10-27;9046;10000.0;90460000.0;118.0;0.0;2.1506849315068495;785;10.88;5.97;12.8384;0.04633386807587048;0.07841677922077928
APAR12;T;DI;ALUPAR INVESTIMENTO S/A;2009-12-15;2009;2013-12-15;232250;1000.0;232250000.0;100.0;1.9;4.002739726027397;1461;12.73;6.78;14.63;0.05572204532684011;0.08579716135899962
APAR21;T;DI;ALUPAR INVESTIMENTO S/A;2009-09-02;2009;2011-10-24;2250;10000.0;22500000.0;118.0;0.0;2.1424657534246574;782;10.88;5.97;12.8384;0.04633386807587048;0.07841677922077928
APAR31;T;DI;ALUPAR INVESTIMENTO S/A;2009-09-02;2009;2011-10-24;3000;10000.0;30000000.0;118.0;0.0;2.1424657534246574;782;10.88;5.97;12.8384;0.04633386807587048;0.07841677922077928
APAR41;T;DI;ALUPAR INVESTIMENTO S/A;2009-09-02;2009;2011-09-27;750;10000.0;7500000.0;118.0;0.0;2.0684931506849313;755;10.79;5.93;12.732199999999999;0.04587935429056933;0.0778700194963442
TEEP11;T;DI;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;2009-12-15;2009;2014-12-15;49100;10000.0;491000000.0;100.0;1.3;5.002739726027397;1826;12.91;6.71;14.21;0.05810139630775013;0.07938615711628727
APAR22;T;IPCA;ALUPAR INVESTIMENTO S/A;2009-12-15;2009;2014-12-15;17750;1000.0;17750000.0;;8.95;5.002739726027397;1826;;;;;0.0895
TEEP21;T;IPCA;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;2009-12-15;2009;2017-12-15;5760;10000.0;57600000.0;;8.1;8.005479452054795;2922;;;;;0.081
APAR13;T;DI;ALUPAR INVESTIMENTO S/A;2010-12-22;2010;2015-12-09;500;300000.0;150000000.0;100.0;1.85;4.967123287671233;1813;12.01;6.78;13.86;0.048979209589810724;0.08543619319703621
CMTR12;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2010-01-15;2010;2012-01-15;156600;10000.0;1566000000.0;100.0;0.9;2.0;730;11.74;6.15;12.64;0.0526613283089965;0.07004975836763938
ISOL11;T;DI;ISOLUX ENERGIA E PARTICIPACOES S/A;2010-06-18;2010;2013-06-18;1;100000000.0;100000000.0;100.0;4.35;3.0027397260273974;1096;12.25;6.69;16.6;0.052113600149967354;0.10824534521158102
TAES11;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2010-07-15;2010;2015-07-15;34500;10000.0;345000000.0;100.0;1.3;5.002739726027397;1826;12.13;6.08;13.430000000000001;0.05703242835595779;0.07309858200303232
TAES12;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2010-12-15;2010;2015-12-15;4250;100000.0;425000000.0;100.0;1.4;5.002739726027397;1826;12.2;5.96;13.6;0.058890147225367784;0.072821390374332
TAES22;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2010-12-15;2010;2017-12-15;2450;100000.0;245000000.0;100.0;1.6;7.005479452054795;2557;12.21;6.15;13.81;0.05708902496467272;0.07663590589074065
TAES42;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2010-12-15;2010;2017-12-15;1450;100000.0;145000000.0;100.0;1.6;7.005479452054795;2557;12.21;6.15;13.81;0.05708902496467272;0.07663590589074065
CMTR22;T;IPCA;CEMIG GERACAO E TRANSMISSAO S/A;2010-01-15;2010;2015-01-15;113400;10000.0;1134000000.0;;7.6796;5.002739726027397;1826;;;;;0.076796
TAES21;T;IPCA;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2010-07-15;2010;2015-07-15;25500;10000.0;255000000.0;;7.91;5.002739726027397;1826;;;;;0.0791
EATE11;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2011-03-16;2011;2016-03-16;360;1000000.0;360000000.0;100.0;1.3;5.005479452054795;1827;12.62;6.26;13.92;0.05985319028797287;0.07486584976025568
ECTE11;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2011-03-16;2011;2016-03-16;75;1000000.0;75000000.0;100.0;1.3;5.005479452054795;1827;12.62;6.26;13.92;0.05985319028797287;0.07486584976025568
ENTE11;T;DI;EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A;2011-03-16;2011;2016-03-16;190;1000000.0;190000000.0;100.0;1.3;5.005479452054795;1827;12.62;6.26;13.92;0.05985319028797287;0.07486584976025568
ETEP11;T;DI;EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A;2011-11-30;2011;2016-11-30;70;1000000.0;70000000.0;112.5;;5.005479452054795;1827;10.63;5.07;11.95875;0.05291710288379181;0.06331970193437586
