codigo;area;indice;empresa;data_emissao;ano;data_vencimento;quantidade;valor_nominal;valor_emissao;rentabilidade_pct;juros_spread;anos;dias_corridos;di;swap_di_ipca;taxa_nominal_pct;inflacao_implicita;taxa_real
ELEK27;D;DI;ELEKTRO REDES S.A.;2018-05-15;2018;2023-05-15;338725;1000.0;338725000.0;112.0;;5.002739726027397;1826;9.75;4.73;10.920000000000002;0.047932779528310876;0.058464838268792674
ELPLA2;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2018-01-08;2018;2019-01-08;300;1000000.0;300000000.0;100.0;2.3;1.0;365;6.81;2.73;9.11;0.03971575975859043;0.04942143057766124
ELPLA3;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2018-09-13;2018;2021-09-13;704052;1000.0;704052000.0;108.25;;3.0027397260273974;1096;10.76;5.21;11.6477;0.052751639577986786;0.060532188244853735
ELPLB3;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2018-09-13;2018;2023-09-13;1395948;1000.0;1395948000.0;111.0;;5.002739726027397;1826;12.11;5.92;13.4421;0.058440332326284095;0.0717854992418161
ELPLC3;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2018-09-13;2018;2025-09-13;900000;1000.0;900000000.0;100.0;1.45;7.005479452054795;2557;12.66;6.07;14.11;0.06212878287923074;0.07435182851056266
ENGI10;D;DI;ENERGISA SA;2018-06-20;2018;2021-06-20;70000;10000.0;700000000.0;100.0;1.1;3.0027397260273974;1096;10.1;4.9;11.2;0.04957102001906577;0.0594804722979112
ESULA0;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2018-02-15;2018;2021-02-15;15000;10000.0;150000000.0;100.0;0.95;3.0027397260273974;1096;8.79;4.17;9.739999999999998;0.04435058078141507;0.05079656218402406
FLCLA1;D;DI;ENERGISA MINAS GERAIS DISTRIBUIDORA DE ENERGIA S/A;2018-09-15;2018;2024-06-10;34000;1000.0;34000000.0;100.0;0.73;5.739726027397261;2095;12.22;5.88;12.950000000000001;0.05987910842463173;0.06568757797184088
LIGHA4;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2018-03-29;2018;2021-03-29;425000;1000.0;425000000.0;100.0;3.5;3.0027397260273974;1096;8.14;3.53;11.64;0.04452815609002214;0.06880795265396711
LIGHB5;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2018-10-15;2018;2022-10-15;160000;1000.0;160000000.0;100.0;2.2;4.002739726027397;1461;9.75;4.7;11.95;0.048233046800381985;0.06798769931662862
PALF19;D;DI;COMPANHIA PAULISTA DE FORCA E LUZ;2018-01-09;2018;2021-01-09;1380000;1000.0;1380000000.0;100.0;0.48;3.0027397260273974;1096;8.9;3.92;9.38;0.04792147806004632;0.043780495867768554
RIGE19;D;DI;RGE SUL DISTRIBUIDORA DE ENERGIA S/A;2018-01-09;2018;2021-01-09;220000;1000.0;220000000.0;100.0;0.48;3.0027397260273974;1096;8.9;3.92;9.38;0.04792147806004632;0.043780495867768554
SAEL14;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2018-02-15;2018;2021-02-15;18000;10000.0;180000000.0;100.0;1.0;3.0027397260273974;1096;8.79;4.17;9.79;0.04435058078141507;0.05127532861476247
AMPLA0;D;DI;AMPLA ENERGIA E SERVICOS S/A;2019-03-15;2019;2024-03-15;1000000;1000.0;1000000000.0;108.0;;5.005479452054795;1827;8.4;3.94;9.072000000000001;0.042909370790840784;0.045843512915129114
CEEBA2;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2019-04-24;2019;2024-04-24;30907;10000.0;309070000.0;108.0;;5.005479452054795;1827;8.61;4.11;9.2988;0.04322351359139387;0.04770261191418834
CEEBB2;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2019-04-24;2019;2026-04-24;39093;10000.0;390930000.0;110.25;;7.005479452054795;2557;8.97;4.35;9.889425000000001;0.04427407762338276;0.05230444147471802
CEMTA1;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2019-06-10;2019;2024-06-10;117500;1000.0;117500000.0;100.0;0.73;5.005479452054795;1827;7.62;3.48;8.35;0.04000773096250487;0.04181917859133977
CEMTE2;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2019-06-10;2019;2029-06-10;32500;1000.0;32500000.0;100.0;1.05;10.008219178082191;3653;8.4;3.92;9.450000000000001;0.043110084680523686;0.04926605166051634
CEPE10;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2019-04-15;2019;2024-04-15;30000;10000.0;300000000.0;109.5;;5.005479452054795;1827;8.59;4.19;9.40605;0.04223054035895957;0.04972984155999649
CEPE20;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2019-04-15;2019;2026-04-15;20000;10000.0;200000000.0;111.0;;7.005479452054795;2557;8.93;4.43;9.9123;0.04309106578569377;0.05371720269898117
CMGD17;D;DI;CEMIG DISTRIBUICAO S/A;2019-06-15;2019;2024-06-15;2160000;1000.0;2160000000.0;100.0;0.454;5.005479452054795;1827;7.46;3.45;7.914;0.03876268728854515;0.03887058440349911
COCE17;D;DI;COMPANHIA ENERGETICA DO CEARA-COELCE;2019-03-15;2019;2023-03-15;350000;1000.0;350000000.0;100.0;0.5;4.002739726027397;1461;8.15;3.71;8.65;0.04281168643332367;0.041894729542302445
CPFPA1;D;DI;COMPANHIA PIRATININGA DE FORCA E LUZ;2019-05-28;2019;2024-05-28;215000;1000.0;215000000.0;107.0;;5.005479452054795;1827;8.19;3.8;8.7633;0.04229287090558764;0.04350037341713664
CPIS12;D;DI;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A.;2019-05-28;2019;2023-05-28;620000;1000.0;620000000.0;100.0;1.1;4.002739726027397;1461;8.11;3.57;9.209999999999999;0.04383508738051556;0.04623806308389611
CPJG13;D;DI;COMPANHIA JAGUARI DE ENERGIA;2019-05-28;2019;2024-05-28;190000;1000.0;190000000.0;107.0;;5.005479452054795;1827;8.19;3.8;8.7633;0.04229287090558764;0.04350037341713664
CPLD25;D;DI;COPEL  DISTRIBUICAO S/A;2019-11-15;2019;2022-11-15;350000;1000.0;350000000.0;100.0;1.45;3.0027397260273974;1096;5.69;1.62;7.140000000000001;0.04005117102932498;0.03014162172390944
CSRN39;D;DI;COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN;2019-04-17;2019;2024-04-15;282000;1000.0;282000000.0;107.25;;5.0;1825;8.69;4.18;9.320025;0.043290458821270805;0.047838826432974546
CTNS15;D;DI;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S/A;2019-06-10;2019;2024-06-10;237596;1000.0;237596000.0;100.0;0.95;5.005479452054795;1827;7.62;3.48;8.57;0.04000773096250487;0.04393454748188086
CTNS25;D;DI;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S/A;2019-06-10;2019;2026-06-10;162404;1000.0;162404000.0;100.0;1.15;7.005479452054795;2557;8.03;3.71;9.18;0.04165461382701774;0.048140127742293704
EBENA0;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2019-03-30;2019;2024-03-30;200000;1000.0;200000000.0;106.6;;5.005479452054795;1827;8.61;4.08;9.178259999999998;0.043524212144504304;0.04624558519473321
ELPLA4;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2019-05-15;2019;2025-05-15;700000;1000.0;700000000.0;100.0;0.8;6.005479452054795;2192;8.68;4.05;9.48;0.04449783757808756;0.04815918292234067
ENSE17;D;DI;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;2019-06-10;2019;2024-06-10;50000;1000.0;50000000.0;100.0;0.73;5.005479452054795;1827;7.62;3.48;8.35;0.04000773096250487;0.04181917859133977
ESCE18;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2019-03-30;2019;2024-03-30;300000;1000.0;300000000.0;106.9;;5.005479452054795;1827;8.61;4.08;9.204089999999999;0.043524212144504304;0.046493111794494
ESULA2;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2019-06-10;2019;2024-06-10;110000;1000.0;110000000.0;100.0;0.73;5.005479452054795;1827;7.62;3.48;8.35;0.04000773096250487;0.04181917859133977
FLCLB1;D;DI;ENERGISA MINAS GERAIS DISTRIBUIDORA DE ENERGIA S/A;2019-06-10;2019;2026-06-10;36000;1000.0;36000000.0;100.0;0.83;7.005479452054795;2557;8.03;3.71;8.86;0.04165461382701774;0.04506809219661201
LIGHA6;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2019-04-15;2019;2022-04-15;132500;1000.0;132500000.0;100.0;0.9;3.0027397260273974;1096;7.91;3.67;8.81;0.040899006462814746;0.04534637197664715
LIGHA7;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2019-10-15;2019;2022-10-15;500400;1000.0;500400000.0;100.0;1.5;3.0027397260273974;1096;5.53;1.78;7.03;0.03684417370799742;0.03226697621529451
LIGHB6;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2019-04-15;2019;2024-04-15;422950;1000.0;422950000.0;100.0;1.25;5.005479452054795;1827;8.59;4.19;9.84;0.04223054035895957;0.05389350768947421
LIGHB7;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2019-10-15;2019;2024-10-15;50000;1000.0;50000000.0;100.0;1.75;5.005479452054795;1827;6.27;2.44;8.02;0.03738773916438887;0.04126929519149347
LIGHC6;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2019-04-15;2019;2025-04-15;62500;1000.0;62500000.0;100.0;1.35;6.005479452054795;2192;8.79;4.34;10.139999999999999;0.04264903201073422;0.05634778931887108
PALF10;D;DI;COMPANHIA PAULISTA DE FORCA E LUZ;2019-05-28;2019;2024-05-28;1380000;1000.0;1380000000.0;107.0;;5.005479452054795;1827;8.19;3.8;8.7633;0.04229287090558764;0.04350037341713664
RIGE10;D;DI;RGE SUL DISTRIBUIDORA DE ENERGIA S/A;2019-05-28;2019;2024-05-28;740000;1000.0;740000000.0;107.0;;5.005479452054795;1827;8.19;3.8;8.7633;0.04229287090558764;0.04350037341713664
SAEL16;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2019-06-10;2019;2024-06-10;72000;1000.0;72000000.0;100.0;0.73;5.005479452054795;1827;7.62;3.48;8.35;0.04000773096250487;0.04181917859133977
SAEL26;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2019-06-10;2019;2026-06-10;48000;1000.0;48000000.0;100.0;0.83;7.005479452054795;2557;8.03;3.71;8.86;0.04165461382701774;0.04506809219661201
LIGHD7;D;IPCA;LIGHT SERVICOS DE ELETRICIDADE S/A;2019-10-15;2019;2026-10-15;149600;1000.0;149600000.0;;5.25;7.005479452054795;2557;8.03;3.71;8.95999999999999;0.04165461382701774;0.0525
ESULA3;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2020-01-22;2020;2022-01-22;7500;10000.0;75000000.0;100.0;0.7;2.0027397260273974;731;4.98;1.38;5.680000000000001;0.035509962517261906;0.020559954277004966
CELB14;D;DI;ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S/A;2020-02-15;2020;2023-02-15;20000;1000.0;20000000.0;100.0;0.95;3.0027397260273974;1096;5.33;1.65;6.28;0.036202656173143;0.02566809076236609
CEMTB1;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2020-02-15;2020;2023-02-15;130000;1000.0;130000000.0;100.0;0.95;3.0027397260273974;1096;5.33;1.65;6.28;0.036202656173143;0.02566809076236609
CENF11;D;DI;ENERGISA NOVA FRIBURGO – DISTRIBUIDORA DE ENERGIA S/A;2020-02-15;2020;2023-02-15;15000;1000.0;15000000.0;100.0;0.95;3.0027397260273974;1096;5.33;1.65;6.28;0.036202656173143;0.02566809076236609
ENSE18;D;DI;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;2020-02-15;2020;2023-02-15;275000;1000.0;275000000.0;100.0;0.95;3.0027397260273974;1096;5.33;1.65;6.28;0.036202656173143;0.02566809076236609
FLCLA2;D;DI;ENERGISA MINAS GERAIS DISTRIBUIDORA DE ENERGIA S/A;2020-02-15;2020;2023-02-15;60000;1000.0;60000000.0;100.0;0.95;3.0027397260273974;1096;5.33;1.65;6.28;0.036202656173143;0.02566809076236609
SAEL17;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2020-02-15;2020;2023-02-15;60000;1000.0;60000000.0;100.0;0.95;3.0027397260273974;1096;5.33;1.65;6.28;0.036202656173143;0.02566809076236609
CENF21;D;DI;ENERGISA NOVA FRIBURGO – DISTRIBUIDORA DE ENERGIA S/A;2020-02-15;2020;2025-02-15;26300;1000.0;26300000.0;100.0;1.15;5.005479452054795;1827;5.99;2.27;7.140000000000001;0.03637430331475522;0.03379637701669935
EDVP15;D;DI;ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA SA;2020-02-15;2020;2025-02-15;60000;1000.0;60000000.0;100.0;1.15;5.005479452054795;1827;5.99;2.27;7.140000000000001;0.03637430331475522;0.03379637701669935
ESCE19;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2020-04-07;2020;2021-04-07;15000;10000.0;150000000.0;100.0;2.5;1.0;365;3.32;1.62;5.82;0.0167289903562291;0.040788656600851736
LIGHA8;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2020-04-15;2020;2021-04-15;400000;1000.0;400000000.0;100.0;2.51;1.0;365;3.13;1.44;5.64;0.016660094637224176;0.039088684185009104
ELEK18;D;DI;ELEKTRO REDES S.A.;2020-05-04;2020;2022-05-04;260000;1000.0;260000000.0;100.0;1.9;2.0;730;4.05;2.25;5.949999999999999;0.01760391198044009;0.04117131186929357
ENGIA2;D;DI;ENERGISA SA;2020-05-05;2020;2021-05-05;63500;1000.0;63500000.0;100.0;3.8;1.0;365;2.87;1.94;6.67;0.009123013537374769;0.05705645960921557
ENGIA3;D;DI;ENERGISA SA;2020-08-25;2020;2025-08-25;576396;1000.0;576396000.0;100.0;2.3;5.002739726027397;1826;6.1;1.99;8.399999999999999;0.040298068438082035;0.042009048067860766
ENMTA2;D;DI;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2020-08-25;2020;2025-08-25;381354;1000.0;381354000.0;100.0;2.3;5.002739726027397;1826;6.1;1.99;8.399999999999999;0.040298068438082035;0.042009048067860766
ESULA4;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2020-08-25;2020;2025-08-25;139471;1000.0;139471000.0;100.0;2.3;5.002739726027397;1826;6.1;1.99;8.399999999999999;0.040298068438082035;0.042009048067860766
SAEL18;D;DI;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A;2020-08-25;2020;2025-08-25;146933;1000.0;146933000.0;100.0;2.3;5.002739726027397;1826;6.1;1.99;8.399999999999999;0.040298068438082035;0.042009048067860766
CEAC13;D;DI;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S/A;2020-11-18;2020;2023-11-18;200000;1000.0;200000000.0;100.0;2.2;3.0;1095;6.01;1.48;8.21;0.04463933780055185;0.035859900009433066
CERO14;D;DI;ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A;2020-11-18;2020;2023-11-18;100000;1000.0;100000000.0;100.0;2.2;3.0;1095;6.01;1.48;8.21;0.04463933780055185;0.035859900009433066
LIGH1B;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2021-01-15;2021;2025-01-15;360000;1000.0;360000000.0;100.0;2.6;4.002739726027397;1461;6.49;2.02;9.09;0.04381493824740246;0.04510862991830211
CLCD14;D;DI;CELESC DISTRIBUICAO S.A.;2021-04-15;2021;2026-04-15;550000;1000.0;550000000.0;100.0;2.6;5.002739726027397;1826;8.6;3.37;11.2;0.05059495017896887;0.05844788213627994
EKTR19;D;DI;ELEKTRO REDES S.A.;2021-05-10;2021;2026-05-10;405000;1000.0;405000000.0;100.0;1.6;5.002739726027397;1826;8.55;3.07;10.15;0.053167750072766085;0.04589226163058502
EKTR29;D;DI;ELEKTRO REDES S.A.;2021-05-10;2021;2028-05-10;295000;1000.0;295000000.0;100.0;1.79;7.005479452054795;2557;8.93;3.47;10.719999999999999;0.05276891852710919;0.051702781602864345
CERO15;D;DI;ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A;2021-06-15;2021;2024-06-15;300000;1000.0;300000000.0;100.0;1.9;3.0027397260273974;1096;7.79;2.45;9.69;0.052122986822840556;0.0425587252991928
CPLD16;D;DI;COPEL  DISTRIBUICAO S/A;2021-06-16;2021;2026-06-15;1000000;1000.0;1000000000.0;100.0;1.95;5.0;1825;8.32;3.23;10.27;0.04930737188801704;0.05088368722304293
ESCEA1;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2021-07-15;2021;2025-07-15;400000;1000.0;400000000.0;100.0;1.25;4.002739726027397;1461;8.36;3.27;9.61;0.04928827345792586;0.04461283684016237
EBENA2;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2021-07-20;2021;2026-07-20;350000;1000.0;350000000.0;100.0;1.25;5.002739726027397;1826;8.45;3.29;9.7;0.04995643334301492;0.044805255878284767
CEED11;D;DI;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D;2021-08-15;2021;2026-08-15;1200000;1000.0;1200000000.0;100.0;1.45;5.002739726027397;1826;9.74;4.18;11.19;0.05336916874640041;0.055565354474211626
CEBD14;D;DI;NEOENERGIA DISTRIBUICAO BRASILIA S.A;2021-08-25;2021;2028-08-25;300000;1000.0;300000000.0;100.0;1.6;7.005479452054795;2557;9.98;4.19;11.58;0.0555715519723583;0.0570576650300052
RIGEA2;D;DI;RGE SUL DISTRIBUIDORA DE ENERGIA S/A;2021-09-27;2021;2028-09-27;603000;1000.0;603000000.0;100.0;1.4;7.005479452054795;2557;10.78;4.4;12.18;0.061111111111110894;0.05719371727748701
ELPLA6;D;DI;ELETROPAULO METROPOL. ELETR. DE S.P. S/A;2021-10-04;2021;2028-10-04;575000;1000.0;575000000.0;100.0;1.64;7.005479452054795;2557;10.83;4.43;12.47;0.06128507133965333;0.059752963998917386
CEEBA3;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2021-10-15;2021;2026-10-15;160000;1000.0;160000000.0;100.0;1.34;5.002739726027397;1826;10.53;4.52;11.87;0.05750095675468825;0.05787138333484099
CEEBB3;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2021-10-15;2021;2028-10-15;320000;1000.0;320000000.0;100.0;1.49;7.005479452054795;2557;10.83;4.64;12.32;0.059155198776758455;0.06046781557340064
CEPEA1;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2021-10-15;2021;2026-10-15;100000;1000.0;100000000.0;100.0;1.39;5.002739726027397;1826;10.53;4.52;11.92;0.05750095675468825;0.05834419614584263
CEPEB1;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2021-10-15;2021;2028-10-15;200000;1000.0;200000000.0;100.0;1.54;7.005479452054795;2557;10.83;4.64;12.370000000000001;0.059155198776758455;0.060939889921501234
EKTRA0;D;DI;ELEKTRO REDES S.A.;2021-10-15;2021;2026-10-15;130000;1000.0;130000000.0;100.0;1.29;5.002739726027397;1826;10.53;4.52;11.82;0.05750095675468825;0.057398570523839565
EKTRB0;D;DI;ELEKTRO REDES S.A.;2021-10-15;2021;2028-10-15;260000;1000.0;260000000.0;100.0;1.44;7.005479452054795;2557;10.83;4.64;12.27;0.059155198776758455;0.05999574122530005
ENGIB5;D;DI;ENERGISA SA;2021-10-15;2021;2026-10-15;700000;1000.0;700000000.0;100.0;1.64;5.002739726027397;1826;10.53;4.52;12.17;0.05750095675468825;0.060708260200850184
ENGIC5;D;DI;ENERGISA SA;2021-10-15;2021;2028-10-15;300000;1000.0;300000000.0;100.0;1.8;7.005479452054795;2557;10.83;4.64;12.63;0.059155198776758455;0.06339467653162512
LIGHC3;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2021-10-15;2021;2026-10-15;263500;1000.0;263500000.0;100.0;1.65;5.002739726027397;1826;10.53;4.52;12.18;0.05750095675468825;0.0608028227630506
LIGHD3;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2021-10-15;2021;2028-10-15;268500;1000.0;268500000.0;100.0;1.95;7.005479452054795;2557;10.83;4.64;12.78;0.059155198776758455;0.0648108995759269
CPFPA3;D;DI;COMPANHIA PIRATININGA DE FORCA E LUZ;2021-12-15;2021;2028-12-15;250000;1000.0;250000000.0;100.0;1.5;7.005479452054795;2557;10.43;4.67;11.93;0.05503009458297514;0.06091760391198031
PALFA1;D;DI;COMPANHIA PAULISTA DE FORCA E LUZ;2021-12-15;2021;2028-12-15;750000;1000.0;750000000.0;100.0;1.5;7.005479452054795;2557;10.43;4.67;11.93;0.05503009458297514;0.06091760391198031
EBENA3;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2021-12-20;2021;2026-12-20;450000;1000.0;450000000.0;100.0;1.38;5.002739726027397;1826;10.46;4.8;11.84;0.05400763358778615;0.06109288430200999
CEAP11;D;DI;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA;2021-12-23;2021;2024-12-23;500000;1000.0;500000000.0;100.0;1.28;3.0027397260273974;1096;10.58;4.89;11.86;0.05424730670225952;0.061041363718574715
CEBD15;D;DI;NEOENERGIA DISTRIBUICAO BRASILIA S.A;2022-06-20;2022;2027-06-20;100000;1000.0;100000000.0;100.0;1.59;5.002739726027397;1826;12.38;5.29;13.97;0.06733782885364237;0.06779687666844625
CEBD25;D;DI;NEOENERGIA DISTRIBUICAO BRASILIA S.A;2022-06-20;2022;2029-06-20;200000;1000.0;200000000.0;100.0;1.72;7.005479452054795;2557;12.53;5.34;14.25;0.06825517372318224;0.06950102194970231
CMGD18;D;DI;CEMIG DISTRIBUICAO S/A;2022-06-15;2022;2027-06-15;500000;1000.0;500000000.0;100.0;1.35;5.002739726027397;1826;12.64;5.24;13.99;0.07031546940326883;0.06501310369318158
CPLD17;D;DI;COPEL  DISTRIBUICAO S/A;2022-05-15;2022;2025-05-15;300000;1000.0;300000000.0;100.0;1.21;3.0027397260273974;1096;12.5;5.36;13.71;0.0677676537585421;0.0649320533333333
CPLD27;D;DI;COPEL  DISTRIBUICAO S/A;2022-05-15;2022;2027-05-15;901450;1000.0;901450000.0;100.0;1.36;5.002739726027397;1826;12.31;5.31;13.67;0.06647042066280506;0.0658523461846674
EBENA4;D;DI;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S/A;2022-05-25;2022;2027-05-25;450000;1000.0;450000000.0;100.0;1.2;5.002739726027397;1826;12.08;5.34;13.28;0.06398329219669652;0.06467837259100628
ESCEA2;D;DI;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA;2022-05-25;2022;2027-05-25;270000;1000.0;270000000.0;100.0;1.2;5.002739726027397;1826;12.08;5.34;13.28;0.06398329219669652;0.06467837259100628
CEAL11;D;DI;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;2022-10-15;2022;2027-10-15;200000;1000.0;200000000.0;100.0;1.635;5.002739726027397;1826;11.6;5.56;13.235;0.05721864342553995;0.07106510752688178
CELP16;D;DI;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;2022-05-15;2022;2028-05-15;1350000000;1.0;1350000000.0;100.0;1.4;6.005479452054795;2192;12.36;5.3;13.76;0.06704653371320046;0.06612032751868968
EDVP18;D;DI;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA SA;2022-08-22;2022;2027-08-22;120000;1000.0;120000000.0;100.0;1.6;5.002739726027397;1826;11.87;5.58;13.469999999999999;0.05957567721159296;0.0709003843747209
EQMA19;D;DI;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A;2022-05-15;2022;2028-05-15;300000;1000.0;300000000.0;100.0;1.4;6.005479452054795;2192;12.36;5.3;13.76;0.06704653371320046;0.06612032751868968
ESULA7;D;DI;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;2022-08-22;2022;2027-08-22;150000;1000.0;150000000.0;100.0;1.6;5.002739726027397;1826;11.87;5.58;13.469999999999999;0.05957567721159296;0.0709003843747209
FLCLA4;D;DI;ENERGISA MINAS GERAIS DISTRIBUIDORA DE ENERGIA S/A;2022-08-22;2022;2027-08-22;60000;1000.0;60000000.0;100.0;1.6;5.002739726027397;1826;11.87;5.58;13.469999999999999;0.05957567721159296;0.0709003843747209
RIGEA4;D;DI;RGE SUL DISTRIBUIDORA DE ENERGIA S/A;2022-12-12;2022;2026-12-12;1090000;1000.0;1090000000.0;100.0;1.2;4.002739726027397;1461;13.13;6.26;14.33;0.06465273856578202;0.07387128082736671
PALFA2;D;DI;COMPANHIA PAULISTA DE FORCA E LUZ;2022-12-12;2022;2026-12-12;3192000;1000.0;3192000000.0;100.0;1.2;4.002739726027397;1461;13.13;6.26;14.33;0.06465273856578202;0.07387128082736671
LIGHB4;D;DI;LIGHT SERVICOS DE ELETRICIDADE S/A;2022-04-15;2022;2024-04-15;1300000;1000.0;1300000000.0;100.0;1.95;2.0027397260273974;731;12.65;5.57;14.6;0.06706450696220512;0.07397443408788273
EKTRA1;D;DI;ELEKTRO REDES S.A.;2022-07-15;2022;2027-07-15;104000;1000.0;104000000.0;100.0;1.28;5.002739726027397;1826;12.96;5.92;14.24;0.0664652567975832;0.07120226628895177
EKTRB1;D;DI;ELEKTRO REDES S.A.;2022-07-15;2022;2029-07-15;96000;1000.0;96000000.0;100.0;1.43;7.005479452054795;2557;13.06;5.85;14.49;0.06811525743977342;0.07188806828232774
CSRNA0;D;DI;COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN;2022-07-15;2022;2027-07-15;500000;1000.0;500000000.0;100.0;1.28;5.002739726027397;1826;12.96;5.92;14.24;0.0664652567975832;0.07120226628895177
CSRNB0;D;DI;COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN;2022-07-15;2022;2029-07-15;80000;1000.0;80000000.0;100.0;1.43;7.005479452054795;2557;13.06;5.85;14.49;0.06811525743977342;0.07188806828232774
CPFPA4;D;DI;COMPANHIA PIRATININGA DE FORCA E LUZ;2022-05-25;2022;2029-05-25;334000;1000.0;334000000.0;100.0;1.47;7.005479452054795;2557;12.2;5.35;13.67;0.06502135738016124;0.06730254010695202
CEEBA4;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2022-04-15;2022;2027-04-15;470000;1000.0;470000000.0;100.0;1.55;5.002739726027397;1826;11.86;5.15;13.41;0.06381359961959099;0.06607022170570365
CEEBB4;D;DI;CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA;2022-04-15;2022;2029-04-15;330000;1000.0;330000000.0;100.0;1.68;7.005479452054795;2557;11.97;5.13;13.65;0.0650623038143252;0.0670737251049387
CEPEA2;D;DI;COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE;2022-04-15;2022;2027-04-15;470000;1000.0;470000000.0;100.0;1.55;5.002739726027397;1826;11.86;5.15;13.41;0.06381359961959099;0.06607022170570365
