periodo;custo_emissao_agregado
2003-2012;0.0024380312114379668
2004-2013;0.002344881256334835
2005-2014;0.002344881256334835
2006-2015;0.002257033371417486
2007-2016;0.0028379042825172366
2008-2017;0.0035253461625942843
2009-2018;0.0039512034285046176
2010-2019;0.003726227830176558
2011-2020;0.004140072832187184
2012-2021;0.004143311518072695
2013-2022;0.005181024053022102
2014-2023;0.005611041497002489
2015-2024;0.005611041497002489
2016-2025;0.005181024053022102
