data;embi_bps;embi_decimal
2025-11-03;249;0.024987028737147365
2025-11-04;247;0.02471767365035207
2025-11-05;246;0.024651239812727575
2025-11-06;243;0.0243472683678712
2025-11-07;242;0.02420322621834432
2025-11-10;246;0.024646966019417463
2025-11-11;247;0.024729497716894967
2025-11-12;248;0.02480608968766357
2025-11-13;247;0.02477474839890209
2025-11-14;244;0.024486707143779863
2025-11-17;246;0.024625619262082094
2025-11-18;241;0.024197046934173003
2025-11-19;242;0.024234170040485815
2025-11-20;245;0.024596859725766675
2025-11-21;240;0.02404358378081264
2025-11-24;239;0.023957482305358938
2025-11-25;241;0.02417441652850401
2025-11-26;244;0.024433049755091505
2025-11-27;245;0.02458091121293333
2025-11-28;246;0.024634153526251933
2025-12-01;245;0.024585162127107638
2025-12-02;247;0.02477366907728499
2025-12-03;252;0.02523093442186528
2025-12-04;253;0.025386374999999985
2025-12-05;252;0.025226457279744464
2025-12-08;245;0.0245078136447873
2025-12-09;244;0.024465636965968235
2025-12-10;245;0.024556496955564184
2025-12-11;247;0.024784466527196642
2025-12-12;252;0.02528703308431162
2025-12-15;255;0.02556211453744492
2025-12-16;255;0.025588570400035985
2025-12-17;250;0.02504314968952304
2025-12-18;246;0.024650171225454057
2025-12-19;247;0.024765037888685636
2025-12-22;251;0.02517731337996987
2025-12-23;252;0.025225338242469923
2025-12-24;252;0.02522198172624853
2025-12-25;252;0.02521862610315311
2025-12-26;252;0.025217507760532127
2025-12-29;250;0.025082916501257085
2025-12-30;251;0.025160603513118864
2025-12-31;251;0.02516394371183288
