ano_publicacao;rf_decimal;rf_pct;erp_decimal;erp_pct;embi_decimal;embi_pct;beta_u;beta_l;ev;dv;de_ratio_br;T_irpj_csll;ke_real_di_decimal;ke_real_di_pct;kd_debentures_decimal;kd_debentures_pct;kd_custo_emissao_decimal;kd_custo_emissao_pct;kd_real_ai_decimal;kd_real_ai_pct;kd_real_di_decimal;kd_real_di_pct;wacc_real_di_decimal;wacc_real_di_pct;wacc_real_ai_decimal;wacc_real_ai_pct;ref_wacc_ai_pct;delta_wacc_ai_bp
2026;0,051362;5,1362;0,068481;6,8481;0,027649;2,7649;0,502948;0,769239;0,602261;0,397739;0,660411;0,34;0,10404;10,404;0,060685;6,0685;0,005181;0,5181;0,065866;6,5866;0,043472;4,3472;0,07995;7,995;0,121136;12,1136;12,115;-0,14
