codigo;area;indice;empresa;data_emissao;ano;data_vencimento;quantidade;valor_nominal;valor_emissao;rentabilidade_pct;juros_spread;anos;dias_corridos;di;swap_di_ipca;taxa_nominal_pct;inflacao_implicita;taxa_real;prazo_anos;taxa_real_pct;zscore
TPCC11;T;DI;TPC TRANSMISSORA PARAISO DO CAFE S.A.;2025-03-15;2025;2028-03-15;50000;1000,000000;50000000,000000;100,000000;0,700000;3,002740;1096;14,395000;5,950000;15,095000;0,079707;0,065983;3,000684;6,598324;0,331138
CMGTA0;T;DI;CEMIG GERACAO E TRANSMISSAO S/A;2025-03-15;2025;2030-03-15;625000;1000,000000;625000000,000000;100,000000;0,640000;5,002740;1826;14,540000;6,340000;15,180000;0,077111;0,069342;4,999316;6,934182;0,541051
GSEA31;T;DI;GRANDE SERTAO I TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;105000;1000,000000;105000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
GSEC11;T;DI;GRANDE SERTAO III TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;120000;1000,000000;120000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
GSEB21;T;DI;GRANDE SERTAO II TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;175000;1000,000000;175000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
GSEB11;T;DI;GRANDE SERTAO II TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;275000;1000,000000;275000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
GSEC21;T;DI;GRANDE SERTAO III TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;110000;1000,000000;110000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
GSEA21;T;DI;GRANDE SERTAO I TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;90000;1000,000000;90000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
GSEA11;T;DI;GRANDE SERTAO I TRANSMISSORA DE ENERGIA S.A.;2025-04-01;2025;2026-10-01;55000;1000,000000;55000000,000000;100,000000;1,600000;1,501370;548;14,918000;7,690000;16,518000;0,067119;0,091894;1,500342;9,189365;1,950554
EEELA5;T;DI;CPFL TRANSMISSAO S.A.;2025-05-15;2025;2030-05-15;583000;1000,000000;583000000,000000;100,000000;0,450000;5,002740;1826;13,813000;5,950000;14,263000;0,074214;0,063689;4,999316;6,368911;0,187754
PTES11;T;DI;PEDRAS TRANSMISSORA DE ENERGIA S.A;2025-06-10;2025;2028-09-10;300000;1000,000000;300000000,000000;100,000000;0,500000;3,254795;1188;13,537000;5,850000;14,037000;0,072622;0,063161;3,252567;6,316148;0,154776
IEPS11;T;DI;INTERLIGACAO ELETRICA PARAGUACU S.A;2025-06-15;2025;2030-06-15;364000;1000,000000;364000000,000000;100,000000;0,500000;5,002740;1826;13,631000;6,510000;14,131000;0,066858;0,069787;4,999316;6,978666;0,568854
IEPS21;T;DI;INTERLIGACAO ELETRICA PARAGUACU S.A;2025-06-15;2025;2032-06-15;86000;1000,000000;86000000,000000;100,000000;0,590000;7,005479;2557;13,736000;6,250000;14,326000;0,070456;0,068012;7,000684;6,801167;0,457916
IEAS21;T;DI;INTERLIGACAO ELETRICA AIMORES S.A;2025-06-15;2025;2032-06-15;49000;1000,000000;49000000,000000;100,000000;0,590000;7,005479;2557;13,736000;6,250000;14,326000;0,070456;0,068012;7,000684;6,801167;0,457916
IEAS11;T;DI;INTERLIGACAO ELETRICA AIMORES S.A;2025-06-15;2025;2030-06-15;201000;1000,000000;201000000,000000;100,000000;0,500000;5,002740;1826;13,631000;6,510000;14,131000;0,066858;0,069787;4,999316;6,978666;0,568854
ECTE19;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2025-06-16;2025;2030-06-16;50000;1000,000000;50000000,000000;100,000000;0,670000;5,002740;1826;13,563000;6,540000;14,233000;0,065919;0,071686;4,999316;7,168566;0,687543
ETSG14;T;DI;EBTE - EMPRESA BRASILEIRA DE TRANSMISSAO DE ENERGIA S.A;2025-06-16;2025;2030-06-16;83000;1000,000000;83000000,000000;100,000000;0,670000;5,002740;1826;13,563000;6,540000;14,233000;0,065919;0,071686;4,999316;7,168566;0,687543
EATEA3;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2025-06-16;2025;2030-06-16;87000;1000,000000;87000000,000000;100,000000;0,670000;5,002740;1826;13,563000;6,540000;14,233000;0,065919;0,071686;4,999316;7,168566;0,687543
COQE11;T;DI;COQUEIROS TRANSMISSORA DE ENERGIA S.A;2025-07-09;2025;2030-07-09;200000;1000,000000;200000000,000000;100,000000;0,500000;5,002740;1826;13,401000;6,540000;13,901000;0,064398;0,070097;4,999316;7,009749;0,588281
TMES12;T;DI;TRANSMISSORA MATOGROSSENSE DE ENERGIA S.A.;2025-07-22;2025;2030-07-15;280000;1000,000000;280000000,000000;100,000000;0,490000;4,983562;1819;13,761000;6,550000;14,251000;0,067677;0,070089;4,980151;7,008940;0,587776
ETAP14;T;DI;ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A.;2025-07-22;2025;2030-07-15;100000;1000,000000;100000000,000000;100,000000;0,490000;4,983562;1819;13,654000;6,440000;14,144000;0,067775;0,068989;4,980151;6,898898;0,518999
COQE13;T;DI;COQUEIROS TRANSMISSORA DE ENERGIA S.A;2025-09-09;2025;2030-07-09;400000;1000,000000;400000000,000000;100,000000;0,546700;4,832877;1764;13,400000;6,510000;13,946700;0,064689;0,070235;4,829569;7,023483;0,596865
AEEP31;T;DI;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPACOES S.A.;2025-10-09;2025;2035-10-15;475000;1000,000000;475000000,000000;100,000000;0,800000;10,021918;3658;13,681000;6,480000;14,481000;0,067628;0,072293;10,015058;7,229325;0,725517
AEEP21;T;DI;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPACOES S.A.;2025-10-09;2025;2032-10-15;791695;1000,000000;791695000,000000;100,000000;0,650000;7,021918;2563;13,712000;6,310000;14,362000;0,069627;0,069177;7,017112;6,917689;0,530743
AEEP11;T;DI;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPACOES S.A.;2025-10-09;2025;2030-10-15;433305;1000,000000;433305000,000000;100,000000;0,500000;5,019178;1832;13,555000;6,570000;14,055000;0,065544;0,070392;5,015743;7,039244;0,606716
BTES11;T;DI;BURITI TRANSMISSAO DE ENERGIA S.A.;2025-10-10;2025;2026-04-10;110000;1000,000000;110000000,000000;100,000000;0,330000;0,498630;182;14,800000;9,600000;15,130000;0,047445;0,099151;0,498289;9,915052;2,404113
CLOR13;T;DI;CELEO REDES TRANSMISSAO DE ENERGIA S/A;2025-10-15;2025;2033-10-15;425000;1000,000000;425000000,000000;100,000000;0,528000;8,005479;2922;13,680000;6,520000;14,208000;0,067217;0,070147;8,000000;7,014745;0,591403
EDPS11;T;DI;EDP TRANSMISSAO NORDESTE S.A.;2025-10-22;2025;2028-10-22;1200000;1000,000000;1200000000,000000;100,000000;0,440000;3,002740;1096;13,149000;5,540000;13,589000;0,072096;0,059504;3,000684;5,950411;-0,073811
TAEEA9;T;DI;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;2025-10-23;2025;2032-10-23;329450;1000,000000;329450000,000000;100,000000;0,600000;7,005479;2557;13,571000;6,250000;14,171000;0,068904;0,068113;7,000684;6,811323;0,464264
VRDT11;T;DI;VERDE TRANSMISSAO DE ENERGIA SA;2025-10-25;2025;2026-04-25;270000;1000,000000;270000000,000000;100,000000;0,330000;0,498630;182;14,758000;9,700000;15,088000;0,046108;0,100155;0,498289;10,015455;2,466865
ENTE18;T;DI;EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A;2025-11-06;2025;2030-11-06;30000;1000,000000;30000000,000000;100,000000;0,470000;5,002740;1826;13,380000;6,430000;13,850000;0,065301;0,068712;4,999316;6,871190;0,501681
EATEA4;T;DI;EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.;2025-11-06;2025;2030-05-06;150000;1000,000000;150000000,000000;100,000000;0,470000;4,498630;1642;13,307000;6,370000;13,777000;0,065216;0,068112;4,495551;6,811225;0,464203
ETEP17;T;DI;EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A;2025-11-06;2025;2027-05-06;35000;1000,000000;35000000,000000;100,000000;0,180000;1,495890;546;13,570000;5,830000;13,750000;0,073136;0,059977;1,494867;5,997733;-0,044235
EBTE15;T;DI;EBTE - EMPRESA BRASILEIRA DE TRANSMISSAO DE ENERGIA S.A;2025-11-06;2025;2030-11-06;45000;1000,000000;45000000,000000;100,000000;0,390000;5,002740;1826;13,380000;6,430000;13,770000;0,065301;0,067961;4,999316;6,796094;0,454745
ECTEA0;T;DI;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2025-11-06;2025;2030-05-06;60000;1000,000000;60000000,000000;100,000000;0,470000;4,498630;1642;13,307000;6,370000;13,777000;0,065216;0,068112;4,495551;6,811225;0,464203
EDPR13;T;DI;EDP TRANSMISSAO GOIAS S.A.;2025-12-10;2025;2030-12-10;900000;1000,000000;900000000,000000;100,000000;0,520000;5,002740;1826;13,527000;6,330000;14,047000;0,067686;0,068170;4,999316;6,817035;0,467834
BRTE12;T;DI;BRILHANTE TRANSMISSORA DE ENERGIA S/A.;2025-12-10;2025;2030-12-10;250000;1000,000000;250000000,000000;100,000000;0,520000;5,002740;1826;13,527000;6,330000;14,047000;0,067686;0,068170;4,999316;6,817035;0,467834
EDPR23;T;DI;EDP TRANSMISSAO GOIAS S.A.;2025-12-10;2025;2032-12-10;450000;1000,000000;450000000,000000;100,000000;0,600000;7,005479;2557;13,647500;6,145000;14,247500;0,070682;0,067054;7,000684;6,705391;0,398056
EEELA6;T;DI;CPFL TRANSMISSAO S.A.;2025-12-19;2025;2026-12-19;100000;1000,000000;100000000,000000;100,000000;0,300000;1,000000;365;13,821000;9,750000;14,121000;0,037093;0,100393;0,999316;10,039270;2,481749
