data;^SP500TR;AEE;AEP;CNP;D;ED;EIX;ES;ETR;EXC;FE;HE;IDA;NEE;NWE;OGE;PCG;PEG;PNW;PPL
2022-10-17;1,04751548;1,01744296;1,02526329;1,04366310;1,01897068;1,03613706;1,01108479;1,00041304;1,02279768;1,00355286;1,00663543;1,04966384;1,02679898;0,99832808;1,03347201;1,03584151;1,04844534;1,00910623;1,03867932;1,04857157
2022-10-24;1,03965977;1,06122683;1,04402678;1,06664191;1,05920940;1,04218221;1,08249471;1,05758409;1,05318215;1,05555552;1,04586623;1,05399400;1,07110554;1,10300045;1,02395554;1,05547614;1,05172425;1,05764283;1,06419449;1,03191899
2022-10-31;0,96692434;0,98421004;1,00190155;0,98854566;0,96715170;1,01797632;0,98007633;1,00534058;1,02775458;0,95923641;0,99527326;1,00052800;0,99577895;0,99708972;0,98334274;1,01706851;1,00393433;1,00800955;1,01786205;1,01848355
2022-11-07;1,05931494;1,02826101;1,00457759;1,02282301;0,91851637;0,98978247;1,01423004;1,01179063;0,99918726;1,05190982;1,01191147;1,04196364;0,99090658;1,05723364;1,01161015;1,02290900;0,96407582;1,00690967;1,04371363;1,01518512
2022-11-14;0,99385458;1,03432542;1,02397009;1,01853755;0,95945503;1,04948376;1,03090030;1,01997682;1,02186754;0,98644838;1,01369847;1,00253297;1,03379702;0,99867966;1,04477898;1,02187484;1,01761524;0,98970670;1,02917343;1,02480842
2022-11-21;1,01555106;1,03051757;1,04590270;1,05267953;1,04006075;1,05174744;1,04066755;1,03502832;1,01635113;1,04767537;1,03586276;1,03158165;1,03221831;1,02572101;1,04502055;1,01885828;1,02330211;1,02652119;1,03756953;1,04058381
2022-11-28;1,01193219;0,99132983;0,99633415;0,98807993;0,98277277;0,99846140;1,01774866;1,01540524;1,01898899;1,03443980;1,04164593;1,02127681;0,99715404;1,00342985;1,00224024;0,99149551;1,01886794;1,02870642;1,02117647;0,99828958
2022-12-05;0,96652471;1,00647447;1,01534896;0,99282677;0,97443536;0,99157705;1,00642503;1,00406172;1,00828226;0,99927611;0,99903663;0,99128962;0,99309535;0,99190142;0,99226287;1,00782076;0,99233711;0,98112286;0,99206353;0,99211788
2022-12-12;0,97953248;0,99680932;0,97918824;0,98555016;1,00583393;0,98591103;0,98951207;0,98488985;0,97929317;1,01231299;0,98674044;0,98169395;0,97997576;0,99562172;0,98267196;0,98873574;1,03474904;1,00014142;1,00516128;1,01409103
2022-12-19;0,99831234;1,02051744;1,01184307;1,02265918;1,03701806;1,00714501;1,00122881;1,02513481;0,99108785;1,02647254;1,02614221;1,03630030;1,02052777;1,00035653;1,04261382;1,01316453;0,99875627;1,03106012;1,00038521;1,01407479
2022-12-26;0,99889581;0,99318667;0,99226653;0,97719103;1,00871860;0,99436611;0,97606640;0,99536957;0,99180109;1,00441451;0,99857146;1,00407862;0,99972206;0,99322825;1,01453249;0,98825612;1,01245345;1,00311064;0,97574726;0,98916712
2023-01-02;1,01474566;0,99325232;1,01664054;1,00000000;1,00896925;1,02644008;1,06315168;1,02337817;0,95715563;1,01017829;1,01025275;1,01887702;1,01084830;1,00059800;0,99848327;0,99013884;0,97724467;1,02235996;0,99237242;1,02532516
2023-01-09;1,02707802;1,02072011;0,98249250;1,04401471;1,01697095;0,98630261;1,01988924;0,97925397;0,98959876;0,99335943;1,00849662;0,99530957;0,98559910;1,01231300;0,98902950;1,03094125;1,00000000;1,00031938;0,99880748;1,02169572
2023-01-16;0,99352718;0,96150859;0,97184727;0,96167362;0,99205351;0,97201820;0,97844586;0,94905981;1,00825836;0,97602559;0,98759658;0,96583419;0,96323871;0,96622592;0,94982951;0,96044070;0,98489611;0,96441117;0,99986725;0,95785692
2023-01-23;1,02478220;1,00576848;1,00976450;0,98771176;1,00048071;1,01194149;1,03012150;1,01504876;1,01182045;0,98464816;0,97701405;1,01585745;1,01642511;0,92373507;1,01922379;1,02267997;1,02619809;1,00330956;0,98288241;1,01057298
2023-01-30;1,01641620;0,97843552;0,98968525;0,98184248;0,96477181;0,97913818;0,97279593;0,99271069;0,99420485;0,98105033;0,95852542;1,04130644;1,00826984;0,98795983;1,01586452;0,98903896;0,96824415;1,00362847;1,02443602;0,96726282
2023-02-06;0,98934297;1,00234448;0,98306374;1,00376717;0,98821577;0,99386629;1,00209347;0,99651525;0,97881205;0,99535483;1,00961564;0,97809043;0,98021514;1,00093727;0,98056577;0,99175267;0,99935678;0,99671328;0,98795700;1,00000000
2023-02-13;0,99802214;1,02058465;1,03000005;0,99658831;0,98589185;1,00963621;1,00865545;1,00249762;1,04499611;1,05747973;1,03856962;0,99740630;1,02354198;1,01779509;1,03486124;0,99818060;1,00193064;1,02605131;1,01363207;1,00523390
2023-02-20;0,97341323;0,96688087;0,97857368;0,98447801;0,97103922;0,98727678;1,01538688;0,96399642;0,98062688;0,95981411;0,97002202;0,95744681;0,98693790;0,95859059;0,98717497;0,96407199;1,01348751;0,98264475;0,97709737;0,96112447
2023-02-27;1,01957500;0,99241414;0,98518202;0,99439958;0,98140337;0,99375427;0,98062075;0,97492932;0,97912579;1,01014357;0,99899471;0,99674701;0,98954653;1,01247961;0,99948040;0,96678383;1,03612163;0,98724457;1,04142804;0,98916574
2023-03-06;0,95488460;0,96799229;0,98248958;0,97008106;0,96294874;0,99922792;0,98410132;0,97479669;0,95764745;0,97100033;0,95799831;0,93278357;0,98546232;0,99528102;0,96776415;0,96089360;0,96819573;0,93357641;0,96846381;0,95837911
2023-03-13;1,01472798;1,04898206;1,03621608;1,05406386;1,04115760;1,05528592;1,02310112;1,04157523;1,03925658;1,04878076;1,04436834;1,00642913;1,05055070;1,03643351;1,01092412;1,03720954;1,01705628;1,04862810;1,04904744;1,03126196
2023-03-20;1,01412978;0,99600523;0,98224928;0,97555939;0,97166095;0,99414419;1,00914996;0,99762885;0,99158458;0,95491232;0,98466578;0,98402985;0,98914068;1,00026441;0,98859089;0,99971928;0,97142855;1,00427123;0,99459028;0,99813638
2023-03-27;1,03503601;1,02796314;1,02132654;1,03952004;1,03863994;1,00631116;1,03231916;1,03340828;1,03905882;1,04100384;1,02272147;1,03868008;1,02526968;1,01836404;1,04875864;1,05578958;1,03388740;1,06243623;1,02615926;1,03771478
2023-04-03;0,99938237;1,04259738;1,04286210;1,04446715;1,03845478;1,03449369;1,03889194;1,03271150;1,02997948;1,02793021;1,04093859;1,01927077;1,02427755;1,02452025;1,05547859;1,02203943;1,03339500;1,01377097;1,01325089;1,02734794
2023-04-10;1,00815067;0,99322752;0,97481289;0,98797537;0,99776095;0,97686165;0,98690733;0,97079890;0,96999195;0,97840234;0,97937651;0,98799180;0,99441252;0,98797020;0,95939094;0,99629714;1,01077207;1,00300116;0,97745668;1,00070058
2023-04-17;0,99914762;1,00558900;1,01535123;1,00427630;0,99620230;1,02441039;1,01843343;1,00484344;1,00929017;1,02587241;0,99436834;1,01939486;1,00888155;1,01243251;1,01160606;0,99156575;1,00000000;1,00929124;1,02688577;1,00420026
2023-04-24;1,00888045;0,98899512;0,98402919;0,99803456;0,99012279;0,99424473;1,00918669;0,98439875;0,99024300;0,98195256;0,98005416;0,99467279;0,99820337;0,97012279;0,98903326;0,99787353;1,01302578;0,98611345;0,97356971;1,00104549
2023-05-01;0,99221701;1,01685963;0,99664566;1,00164118;0,98862457;1,01035826;0,99945680;0,99780987;0,99795511;1,00966072;0,99748748;0,99438928;0,99865012;0,98538423;1,01859442;1,00559420;1,00935121;1,00981003;1,03237207;1,00104454
2023-05-08;0,99760910;0,96960344;0,99511456;0,98460009;0,97698697;1,00030154;1,00163126;0,99535116;1,00808561;0,97432877;1,00401271;0,95178240;0,99097013;1,03244635;0,99413826;1,00052950;1,01042244;0,99984338;1,00861181;0,98956531
2023-05-15;1,01706107;0,95896018;0,95294364;0,95141432;0,94437410;0,95649123;0,92616718;0,94927333;0,93849167;0,96313270;0,95691837;0,96874162;0,97225027;0,95536154;0,97809963;0,95631473;0,95186267;0,96505248;0,95928730;0,95114245
2023-05-22;1,00346886;0,96017577;0,95020805;0,99780673;0,95663861;0,98181217;0,96175258;0,94735402;0,96270504;0,98796067;0,97219292;1,01159183;0,97362478;0,99248127;0,96658630;0,96788475;0,99458154;0,96735950;0,99071222;0,96119723
2023-05-29;1,01881452;1,00495240;1,01458956;1,00917439;1,00000000;0,98996665;1,01599877;1,01921672;1,02727276;1,00761619;1,02696822;1,02166074;1,01731815;1,00546458;1,02690659;1,02059508;1,00786931;1,02467677;1,00729146;1,01960779
2023-06-05;1,00406562;1,02698059;1,00275615;1,01223767;1,07911803;1,01885334;1,01559680;1,00514202;1,02011273;1,00982622;1,02413796;1,02881208;1,00494530;1,00297902;1,02585462;1,01597517;1,01381368;1,01687427;1,04433842;1,01131219
2023-06-12;1,02624008;1,00863707;1,01493802;1,00794469;1,00452056;0,99443801;1,03632616;1,02430001;1,00561899;1,02819343;1,01191398;0,99365929;1,00085155;1,02052132;0,99340338;1,01517262;1,03080557;1,01681287;1,03044905;1,01536414
2023-06-19;0,98627391;0,96865213;0,98304467;0,97566821;0,97168577;0,97601381;0,96551729;0,96739749;0,95216158;0,96748388;0,98515474;0,96011692;0,96747368;0,98121450;0,96616229;0,96956518;0,97068966;0,98337058;0,97069067;0,97739899
2023-06-26;1,02364641;1,01039200;1,00850422;1,02388480;0,99942107;0,99625295;1,02494098;1,01706578;1,00247093;1,02182086;1,01013243;1,00249249;1,00273667;1,00040436;1,01122388;1,00644610;1,02309064;1,01804883;1,00804363;1,00303261
2023-07-03;0,98885209;1,00722446;1,00106871;1,01132071;1,00868880;1,01803105;0,99150468;0,99873102;1,00092435;1,00540000;0,99717099;1,00110490;1,00886929;0,97102438;0,99400989;0,99053184;1,00694438;0,99888198;1,00564684;0,99055177
2023-07-10;1,02439314;1,03902278;1,03476110;1,02170987;1,00765700;1,01140935;1,03437230;1,02809537;1,02483072;1,02587879;1,02527700;1,04690942;1,00038619;1,01596077;1,00762140;1,03373476;1,02413822;1,02078660;1,01562510;1,02098436
2023-07-17;1,00697764;1,03299390;1,00814024;1,02622837;1,02165647;1,04351086;1,02738763;1,02046154;1,04114927;1,01261299;1,00855362;1,03584608;1,02375691;1,03688531;1,00949853;1,01760645;1,00785596;1,02020685;1,02668273;1,04222723
2023-07-24;1,01033200;0,97213723;0,97145447;0,97379478;0,99479374;0,98465980;1,00773480;0,97025961;0,99307645;0,98002363;0,98129207;0,98905860;0,96651244;0,95981557;0,99006800;0,97215459;0,98329652;0,97005979;0,98103485;0,98458223
2023-07-31;0,97744214;0,94838647;0,95106532;0,96445178;0,91981314;0,93381425;0,94901306;0,93259368;0,94548277;0,95731397;0,92272478;0,95420633;0,96242445;0,94948530;0,95564951;0,96440484;0,96715729;0,95916446;0,93770875;0,94974505
2023-08-07;0,99726688;0,99398022;0,99840002;0,99724433;1,00772213;1,01701947;1,01863087;0,99702577;0,98637830;1,01477977;1,02647275;0,87355083;0,99936280;0,99638571;0,99263347;0,99682839;1,01990624;1,00445545;0,99525677;1,00383449
2023-08-14;0,97949173;0,99579782;0,98434127;0,97374786;0,97660809;0,98337540;0,97887422;0,96166440;1,00350136;0,98765719;0,98101431;0,42500000;0,96564070;0,98418469;0,94916521;0,98698276;0,95981634;0,99917857;1,01098200;0,96638646
2023-08-21;1,00843987;0,99851064;1,00392317;1,00784258;1,00185827;1,01545381;1,01289103;1,01085783;0,99183932;1,01627960;1,00276480;0,71929767;1,01408450;1,00191633;1,00156370;1,00322391;0,99880382;1,00493261;1,01162948;0,99881429
2023-08-28;1,02548522;0,97513964;0,97718406;0,97980156;0,98680960;0,98297725;0,97826425;0,96746971;0,99514753;0,99230787;0,98400869;1,55797106;1,00480358;0,98396140;0,98282585;0,98685365;0,98562875;0,98985585;0,95970174;0,97981797
2023-09-04;0,98736897;1,01223721;1,00283780;1,02314643;0,99758931;1,01018665;1,02031849;0,98461557;1,00985808;1,01475357;0,99803895;0,83455151;0,99023070;1,00632559;0,99781572;1,02486698;1,03037677;1,00479353;1,00855617;0,99959597
2023-09-11;0,99876008;1,01712622;1,02958570;1,02792524;1,02865035;1,02509812;1,02521470;1,03431044;1,03285405;1,02636765;1,03621517;1,04458594;1,03442482;1,02708348;1,03402996;1,03321759;1,02063671;1,01901682;1,02610270;1,04706670
2023-09-18;0,97085744;1,00102247;0,98913046;0,97317723;0,98514537;0,99278617;0,95122995;0,97461452;0,98119912;0,96542610;0,97670039;0,95960368;0,98325905;0,98630562;0,98422108;0,98071016;0,99017913;0,98647111;0,98969726;0,97934542
2023-09-25;0,99285328;0,93292617;0,95010759;0,94876336;0,93549734;0,94164905;0,92977813;0,93911387;0,95805264;0,93981604;0,94812737;0,97776015;0,96636044;0,84623340;0,95168310;0,95011410;0,94107354;0,94035026;0,94692198;0,93752483
2023-10-02;1,00519968;0,98890801;0,95971823;1,00074493;0,93351266;1,00958731;0,99177447;0,95975921;0,99448649;1,00767416;1,00204806;0,96344429;1,01890020;0,87694183;1,01851850;0,97929775;0,96156227;1,00720436;0,98208455;0,99490687
2023-10-09;1,00465523;1,05337826;1,03158304;1,02605123;1,00431641;1,01933971;1,05849180;0,98602382;1,01695867;1,04910702;1,03941604;1,03709954;1,01498641;1,08459392;0,98896824;1,05890379;1,04964538;1,06071173;1,04602010;1,01919758
2023-10-16;0,97619963;0,97921759;0,98496046;0,98440331;0,95558748;0,98909369;0,95463540;0,97219716;0,99497581;0,98372972;0,99101102;1,00406506;0,98079513;0,95356934;0,97273305;0,98241517;0,98402943;0,97532899;0,98071095;0,99455849
2023-10-23;0,97478023;0,98755399;1,02154062;0,98341945;1,00149924;1,00470936;0,98772117;0,99364488;0,98173604;0,97786254;0,99574866;1,04048583;0,98947252;1,08237121;0,98853259;1,00835301;0,98689147;1,01365955;0,99380296;1,02188558
2023-10-30;1,05881416;1,04152306;1,06392626;1,02622693;1,08807381;1,02972442;1,03406524;1,04270125;1,07441460;1,05542542;1,04810709;1,07782101;1,07181617;1,05583220;1,11493014;1,04289952;1,06831108;1,05789366;1,00203323;1,04489297
2023-11-06;1,01350582;0,97146856;0,97466128;0,99014246;1,03095610;0,99200611;0,99484775;0,97059341;0,98400894;0,97214001;0,95871790;0,83826710;0,94358409;0,92859537;0,93699421;0,96368793;0,99348722;0,96886304;0,96460968;0,99881741
2023-11-13;1,02310178;1,01114461;1,00735354;1,02507380;1,04003562;1,02249609;1,03468305;1,08754658;1,02587746;0,98782665;1,06511844;1,19810510;1,03449374;1,04044244;1,05428763;1,02384457;1,06793829;1,03473464;1,02143068;1,02959751
2023-11-20;1,01024198;1,00064826;1,01434286;1,01199074;1,00427704;1,00483181;0,99878650;1,01281826;1,03215100;1,01558437;1,01237200;0,90797989;0,99784551;1,00313762;0,99726908;1,00086291;1,00558029;1,02101953;1,01792420;1,00843227
2023-11-27;1,00832499;1,02332539;1,02560513;1,03079146;0,99382476;1,00791551;1,02475340;1,02564972;1,00919888;0,99489701;0,99256114;1,02216942;1,01254363;1,03651589;1,00567192;1,01953424;0,96836836;0,97434327;1,02484290;1,00646147
2023-12-04;1,00237579;0,98796996;0,98919375;0,99930521;1,03232712;0,99858219;0,99955536;0,98140841;0,99980411;1,00564239;0,99250550;1,02401243;1,01198205;1,00895724;1,00875143;0,99182874;1,00916934;0,98659735;1,00293033;0,98413891
2023-12-11;1,02529543;0,91937976;1,03252152;1,00312832;1,02084647;0,98143081;1,03854697;1,03637870;0,98892262;0,90512621;0,99730308;1,07488652;0,97672086;1,03015079;0,97994998;1,00909084;1,00851762;0,99249107;0,97901721;1,04172888
2023-12-18;1,00772407;1,01290199;0,97750219;0,98336794;0,96534643;0,99810802;0,99186285;0,99864042;0,99345755;0,99351930;0,97971866;0,98170301;1,00184924;0,97154473;1,01905350;0,98648644;0,99211706;0,98553779;0,96486709;0,99702593
2023-12-25;1,00344527;1,00374654;1,01045032;1,00669489;1,00427359;1,01438448;1,02892940;1,01047800;1,00967867;1,01815089;1,01186849;1,01720428;1,00820342;1,01656900;0,99433373;0,99686090;1,02326929;1,00824408;1,00998157;1,01043984
2024-01-01;0,98498425;1,02363832;1,03508977;1,02345118;1,04340411;1,02803110;1,02623865;1,00567084;1,02717665;1,01142051;1,04009842;1,04792109;1,00610253;1,02206111;0,99764192;1,01660453;0,99278878;1,00948494;1,03466035;1,02398545
2024-01-08;1,01873629;0,97083043;0,96931145;0,97708617;0,96513066;0,97968369;0,98332637;0,91638468;0,99220700;0,99339050;1,00629440;0,90585073;0,96785282;0,98324753;0,97872760;0,97878375;0,97875899;0,97715860;0,95856322;0,97585586
2024-01-15;1,01187751;0,96369462;0,95349112;0,97199867;0,95753209;0,98079006;0,95697863;0,93899446;0,96072928;0,97144440;0,96455532;0,94432071;0,96615834;0,93807336;0,95411556;0,96506562;0,96516261;0,97065639;0,97726313;0,96048743
2024-01-22;1,01066044;1,00331987;1,00180185;0,99279774;1,00529591;1,00178041;0,98843154;1,03201628;1,00232134;0,99914379;0,98297782;1,08883649;1,00075678;1,02130638;1,00801513;0,99215669;1,00532560;0,98497014;1,02498941;0,99538648
2024-01-29;1,01406079;0,99856139;1,01014885;1,01378332;1,00175594;1,01199748;0,99066686;1,00145142;1,01288866;0,98114810;1,01126995;0,96678700;0,99567900;0,99435713;1,00418501;1,01246579;0,97998832;1,00919025;0,96258911;1,00617979
2024-02-05;1,01399059;0,98977092;0,97494622;0,98497316;0,97940408;0,97760696;0,96754871;0,99601458;0,97375492;0,98515272;1,01413416;0,97759521;0,98029714;0,97300091;0,98562184;0,98078085;0,97597596;1,00378010;0,98759645;0,99309031
2024-02-12;0,99651479;1,01179037;1,07339396;1,01271331;1,02595066;0,98046277;1,02488419;1,07075292;1,03429490;1,03161955;1,01361808;1,00076396;0,99006265;1,00795335;1,03234686;1,01041027;1,01107689;1,02345087;1,01373114;1,02976425
2024-02-19;1,01678423;1,03006758;1,01352194;1,00842606;1,04361097;1,01641696;1,02940746;1,00000000;1,02346481;1,03494713;1,00026759;0,96641217;1,01218003;0,99561613;1,00552934;1,01454559;1,03651859;1,01605618;1,03798596;1,00600604
2024-02-26;1,00991129;0,99608933;1,03080650;0,98316025;0,93585460;0,98953709;0,97494873;0,99218621;0,98019509;0,98228606;0,97593566;0,94391785;0,96991657;0,97234954;0,97922619;0,98088399;0,97475037;1,02452676;0,96524821;0,97537296
2024-03-04;0,99773395;1,02369611;0,98646896;1,03243441;1,08668123;1,03574320;1,04087130;1,02859095;1,02866536;1,05258027;1,04356177;0,98912133;1,02642144;1,05667710;1,02994981;1,03075527;0,99759041;1,03245512;1,05363699;1,03978595
2024-03-11;0,99906707;0,98041375;0,97936562;0,98376287;0,99666671;0,98690630;0,99321510;0,99284591;0,98655039;0,98701302;0,99632450;0,94416245;1,01622839;1,03926661;0,98243153;0,99025117;0,98128022;1,00179320;0,98995803;0,98964176
2024-03-18;1,02310246;1,01059039;1,01023013;0,99856465;1,01003358;0,99617709;1,01104641;0,98251864;1,01186739;1,00603069;1,00685127;0,98924732;0,99030825;1,02829553;1,02305415;1,00566817;1,00984621;1,01959863;1,02859969;1,01651643
2024-03-25;1,00400440;1,03180792;1,03797466;1,02371546;1,01800490;1,02494352;1,01682026;1,03247530;1,02432870;1,02370565;1,01073002;1,02083338;1,03302912;1,03447716;1,03684854;1,01750234;1,02132838;1,02691072;1,02355840;1,01661763
2024-04-01;0,99068753;0,98309897;0,97502912;0,98455586;0,98739572;0,98722630;1,01285114;0,97891929;0,98627963;0,99387808;0,98420494;0,96805674;0,98256018;1,00422467;0,97938351;0,98279872;1,00359967;0,99610653;0,97363873;0,98873952
2024-04-08;0,98476619;0,98693438;0,97796291;0,97896619;1,00700029;0,98862238;0,96907646;1,00478543;0,98733559;0,97696849;0,98421490;0,97891847;0,98849588;0,98286082;0,98035283;0,98863749;0,98750749;0,99022845;0,99285295;0,97832464
2024-04-15;0,96963747;1,02954307;1,02557865;1,03896573;1,01901444;1,03542822;1,01894212;1,01530883;1,03750837;1,02933101;1,02031515;1,02153554;1,04078894;1,01934038;1,02515338;1,03432589;1,01506029;0,99802647;1,02990037;1,01464520
2024-04-22;1,02678414;0,99702231;1,01258901;1,01121635;1,01223918;1,01264034;1,00300310;0,99614668;0,99747133;0,99387493;0,99895215;0,90559122;1,00745498;1,02628298;0,98843017;0,99324516;1,01068244;1,03163986;0,99045706;1,00000000
2024-04-29;1,00561742;1,00583744;1,03917432;1,02079722;1,01883053;1,02830057;1,03136569;1,00925003;1,01483568;1,00241158;1,02911099;1,05668011;1,01691328;1,06288837;1,03289610;1,04021289;1,03170871;1,03877915;1,02849752;1,03960027
2024-05-06;1,01894421;1,00418405;1,03397278;1,00848895;1,03249026;1,02239439;1,03525041;1,03182803;1,04727087;1,00694988;1,01783882;0,95689657;1,02566404;1,05203887;1,01152791;1,03411031;1,01479799;1,05053216;1,03124633;1,03737986
2024-05-13;1,01603657;1,00456976;1,02149485;1,01279461;1,00810256;0,99385873;1,01882761;0,98449601;1,00928670;1,03441233;1,01348073;1,15115118;1,00674776;1,03116925;1,01525987;1,01594272;1,04318565;1,00716145;1,01553622;1,01544273
2024-05-20;1,00045723;0,95450912;0,96007338;0,98770622;0,98672883;0,98084035;0,97732635;0,95494524;0,96558428;0,95101092;0,97327668;0,92434784;0,97095573;1,00683409;0,97070011;0,96455641;0,99247315;1,00670763;0,97934708;0,96924630
2024-05-27;0,99507778;1,02845537;1,01438683;1,03388681;1,02140569;1,00127096;1,03057524;1,02954975;1,03069463;1,02343965;1,03310236;1,03386638;0,99853574;1,04451128;1,01842408;1,01823268;1,00433378;1,00959485;1,02655565;1,02266391
2024-06-03;1,01355321;0,96865199;0,97839340;0,98885611;0,96606810;0,96890521;0,96265455;0,98902603;0,96426345;0,96324895;0,96423245;0,93539581;0,96082539;0,94213936;0,97267133;0,97548225;0,97357037;0,96198511;0,95980218;0,96863281
2024-06-10;1,01620355;0,98663288;0,99660244;1,02253894;0,98036566;0,99192235;0,98959178;1,00734024;0,98663222;0,98258234;0,99871205;0,95136187;0,99585738;0,97537157;0,98159879;0,99519908;1,01108050;1,00480578;1,01056925;0,98838444
2024-06-17;1,00629353;1,01133490;0,98920460;1,00486237;0,97580805;0,99416736;0,97855479;0,96898827;0,98869364;0,97861561;0,98710340;0,96830271;1,01193208;0,99657818;1,00307219;1,00255382;0,96767118;1,00509370;0,97542170;1,00485170
2024-06-24;0,99944351;1,01224181;1,00792648;0,99935471;0,99573263;0,98981628;1,00237305;0,99178040;1,01124678;0,99511220;1,00000000;0,95248154;1,00768076;0,97253110;1,01954406;1,01047268;0,98867502;1,00945068;1,02372343;0,98891281
2024-07-01;1,01976876;0,99071863;1,00136773;0,98418335;1,00224470;0,99832250;1,00821603;1,00987474;0,98476631;0,99133211;1,00810037;0,89578709;0,99012343;1,01807656;0,97823477;0,99495794;0,98739186;1,00502032;0,99306107;0,99132013
2024-07-08;1,00886556;1,04868696;1,03528339;0,99376838;1,05823669;1,03270979;1,03370178;1,05360579;1,03606332;1,02710570;1,02436496;1,29084163;1,02819023;1,05423776;1,04878544;1,03350236;1,05165434;1,02983680;1,05800919;1,03757750
2024-07-15;0,98052438;1,01272350;1,02396659;0,95610575;0,98922450;1,02006729;1,01224171;1,01259534;1,01199952;1,02525532;1,00177112;1,67881109;0,99483281;0,94736845;1,02277145;1,02100455;0,99337725;0,97850029;1,02392517;1,00632909
2024-07-22;0,99179375;1,04303659;1,03553794;1,01346213;1,02509244;1,02552106;1,04763794;1,05564638;1,02851210;1,01716039;1,03409946;0,96173615;1,03349605;1,03138891;1,01370126;1,03482729;1,00166678;1,01835482;1,03091147;1,02865134
2024-07-29;0,97952996;1,05753456;1,05536533;0,92200267;1,06413673;1,05588950;1,04789188;1,04046511;1,06309951;1,05496595;1,04250138;0,95368167;1,06799985;1,06652296;1,01201440;1,03782920;1,02107593;1,03710041;1,04155365;1,04076089
2024-08-05;0,99976953;0,97310055;0,95814914;0,97783532;0,97129097;0,99204566;0,99647510;0,96721815;0,97293047;0,96672667;0,98336462;0,96513079;0,97618374;0,97803025;0,96772382;0,98843659;0,98859323;1,01306597;0,98485097;0,99608361
2024-08-12;1,03994262;1,02228871;1,00295309;0,97431055;1,02827238;0,99089284;1,01744335;1,00308109;1,00059573;1,00346853;1,02462947;0,86258064;1,01180313;1,01433008;1,01974329;0,99898253;1,01153838;1,00926606;1,00523260;1,02129738
2024-08-19;1,01468368;0,99939112;1,01351330;1,04611813;1,00821290;1,01327295;1,01618515;1,02564886;1,02001183;1,01507766;1,01456444;0,87060587;0,99970592;1,01387306;1,01578941;1,00712827;1,02118409;1,00545917;1,00705586;1,01989091
2024-08-26;1,00274558;1,00560635;1,02066163;1,01979828;0,98990609;1,00954264;1,02678136;1,01123087;1,01590901;1,00793864;1,01690199;0,92182124;0,99911782;1,01067036;1,00647667;1,00000000;1,04787247;0,99642158;1,00528384;1,00377478
2024-09-02;0,95780612;1,00787789;1,01765071;0,99926733;1,03395301;1,01693585;0,99563371;0,99807492;1,01002569;1,00288774;1,00614764;1,01211558;1,01363939;0,99985118;0,99669058;1,00101119;1,01928919;0,98996906;1,00331347;1,00501413
2024-09-09;1,04057061;1,00998047;1,02077403;1,02382694;1,01838555;1,01239343;0,98580496;1,00845688;1,04257581;1,05314148;1,00633614;1,06998161;1,00203309;1,05838951;1,03191296;1,03459596;0,98456190;1,05278958;1,03291220;1,01216081
2024-09-16;1,01391344;1,02751509;0,98060861;1,00859292;0,99604547;0,98842767;1,00011710;0,98778885;1,01699582;1,00099414;0,98943120;0,94406199;0,98753733;0,97767273;1,02144602;0,99365391;1,01568017;1,03868963;0,99536939;1,00801696
2024-09-23;1,00636019;1,01016124;0,99696522;1,03301387;0,98670805;1,00677326;1,01615350;1,00565984;1,01454535;1,00273162;1,00113650;0,90701910;1,00978281;1,02150805;1,01416678;1,00319336;0,98705176;1,01717372;0,97773562;1,01293917
2024-09-30;1,00263904;1,01445244;0,98468186;1,04879728;1,01871932;0,99135018;0,99274278;0,97872857;1,01044783;0,99579005;0,98660590;0,98090456;0,98401466;0,99183788;0,97380828;0,99461321;0,99445004;1,04283286;0,99671487;0,98996332
2024-10-07;1,01132997;0,98529737;0,97975663;0,96887285;0,96548176;0,99195356;0,97017878;0,97613947;0,98596213;0,98831139;0,98274282;0,99692616;0,99527413;0,97626743;0,98816562;0,98079739;0,99644389;0,95251561;0,97635835;0,97419365
2024-10-14;1,00870263;1,02764619;1,02483482;1,01826168;1,06581286;1,04339318;1,03110006;1,03619553;1,03551754;1,03044794;1,02224302;1,03905448;1,03640321;1,03078419;1,02467801;1,04369893;1,03820693;1,02395610;1,02351556;1,02995896
2024-10-21;0,99042390;0,98829359;0,97517130;0,97343076;0,99432588;0,97976770;0,98220779;0,99561475;1,00073918;0,97851032;0,99427393;0,96439172;0,98930997;0,96503922;0,96475999;0,98347511;0,99901866;0,99855173;1,00318475;0,99295777
2024-10-28;0,98647992;0,97813205;0,99042678;0,97509388;0,99009730;0,95602297;0,96686902;0,96704135;1,06950805;0,95208380;0,96129932;1,04820516;1,02122531;0,94989536;0,96897947;0,97998510;0,98428283;0,97411579;0,97312931;0,97317303
2024-11-04;1,04687529;1,05018643;0,99125954;1,06333100;0,97965758;0,98129989;1,02428206;0,96434740;1,02893849;0,99895166;0,99544681;1,04109590;1,07538959;0,99508723;1,02708847;1,08169439;1,02794425;0,98293437;1,06967238;1,04752853
2024-11-11;0,97951419;1,01142028;1,00880561;1,01546569;0,99723132;0,98277814;1,00697960;1,00732897;1,00093971;1,03658109;1,00959726;0,96616536;1,03786419;0,99194504;1,01789003;0,99743586;1,02135909;1,03693777;1,01130815;1,01935872
